"Leeftijd";"Marges";"Perioden";"Wijken en buurten";"Regioaanduiding/Gemeentenaam (naam)";"Regioaanduiding/Soort regio (omschrijving)";"Regioaanduiding/Codering (code)";"Hoog risico op angst of depressie (%)";"Moeite met rondkomen (%)"
"18 tot 65 jaar";"Waarde";"2022";"Nieuwmarkt";"Amsterdam                               ";"Buurt     ";"BU03630404          ";"    16.2";"    31.9"
"18 tot 65 jaar";"Waarde";"2022";"Uilenburg";"Amsterdam                               ";"Buurt     ";"BU03630405          ";"    14.3";"    26.9"
"18 tot 65 jaar";"Waarde";"2022";"Valkenburg";"Amsterdam                               ";"Buurt     ";"BU03630406          ";"    13.2";"    25.7"
"18 tot 65 jaar";"Waarde";"2022";"Zuiderkerkbuurt";"Amsterdam                               ";"Buurt     ";"BU03630407          ";"    14.1";"    28.8"
"18 tot 65 jaar";"Waarde";"2022";"Waterloopleinbuurt";"Amsterdam                               ";"Buurt     ";"BU03630408          ";"    14.1";"    27.3"
"18 tot 65 jaar";"Waarde";"2022";"Haarlemmerbuurt";"Amsterdam                               ";"Wijk      ";"WK036305            ";"    14.3";"    27.9"
"18 tot 65 jaar";"Waarde";"2022";"Westerdokseiland";"Amsterdam                               ";"Buurt     ";"BU03630500          ";"    12.7";"    23.6"
"18 tot 65 jaar";"Waarde";"2022";"Haarlemmerbuurt Oost";"Amsterdam                               ";"Buurt     ";"BU03630501          ";"    14.6";"    27.3"
"18 tot 65 jaar";"Waarde";"2022";"Haarlemmerbuurt West";"Amsterdam                               ";"Buurt     ";"BU03630502          ";"    15.2";"    30.4"
"18 tot 65 jaar";"Waarde";"2022";"Westelijke eilanden";"Amsterdam                               ";"Buurt     ";"BU03630503          ";"    13.6";"    27.1"
"18 tot 65 jaar";"Waarde";"2022";"Planciusbuurt Noord";"Amsterdam                               ";"Buurt     ";"BU03630505          ";"    16.7";"    33.5"
"18 tot 65 jaar";"Waarde";"2022";"Planciusbuurt Zuid";"Amsterdam                               ";"Buurt     ";"BU03630506          ";"    19.2";"    38.7"
"18 tot 65 jaar";"Waarde";"2022";"Jordaan";"Amsterdam                               ";"Wijk      ";"WK036306            ";"    15.5";"    29.2"
"18 tot 65 jaar";"Waarde";"2022";"Driehoekbuurt";"Amsterdam                               ";"Buurt     ";"BU03630600          ";"    15.8";"    30.0"
"18 tot 65 jaar";"Waarde";"2022";"Bloemgrachtbuurt";"Amsterdam                               ";"Buurt     ";"BU03630602          ";"    14.7";"    26.5"
"18 tot 65 jaar";"Waarde";"2022";"Marnixbuurt Noord";"Amsterdam                               ";"Buurt     ";"BU03630603          ";"    16.6";"    32.6"
"18 tot 65 jaar";"Waarde";"2022";"Zaagpoortbuurt";"Amsterdam                               ";"Buurt     ";"BU03630604          ";"    20.4";"    38.1"
"18 tot 65 jaar";"Waarde";"2022";"Marnixbuurt Midden";"Amsterdam                               ";"Buurt     ";"BU03630605          ";"    12.9";"    24.4"
"18 tot 65 jaar";"Waarde";"2022";"Elandsgrachtbuurt";"Amsterdam                               ";"Buurt     ";"BU03630606          ";"    15.0";"    28.4"
"18 tot 65 jaar";"Waarde";"2022";"Passeerdersgrachtbuurt";"Amsterdam                               ";"Buurt     ";"BU03630607          ";"    14.3";"    27.3"
"18 tot 65 jaar";"Waarde";"2022";"Groenmarktkadebuurt";"Amsterdam                               ";"Buurt     ";"BU03630608          ";"    15.9";"    27.5"
"18 tot 65 jaar";"Waarde";"2022";"Marnixbuurt Zuid";"Amsterdam                               ";"Buurt     ";"BU03630609          ";"    17.0";"    34.6"
"18 tot 65 jaar";"Waarde";"2022";"Anjeliersbuurt Noord";"Amsterdam                               ";"Buurt     ";"BU03630610          ";"    14.4";"    27.0"
"18 tot 65 jaar";"Waarde";"2022";"Anjeliersbuurt Zuid";"Amsterdam                               ";"Buurt     ";"BU03630611          ";"    15.2";"    29.1"
"18 tot 65 jaar";"Waarde";"2022";"De Weteringschans";"Amsterdam                               ";"Wijk      ";"WK036307            ";"    13.2";"    25.3"
"18 tot 65 jaar";"Waarde";"2022";"Leidsebuurt Noordwest";"Amsterdam                               ";"Buurt     ";"BU03630700          ";"    14.6";"    26.7"
"18 tot 65 jaar";"Waarde";"2022";"Leidsebuurt Zuidwest";"Amsterdam                               ";"Buurt     ";"BU03630701          ";"    16.8";"    35.0"
"18 tot 65 jaar";"Waarde";"2022";"Leidsebuurt Noordoost";"Amsterdam                               ";"Buurt     ";"BU03630702          ";"    15.6";"    30.4"
"18 tot 65 jaar";"Waarde";"2022";"Leidsebuurt Zuidoost";"Amsterdam                               ";"Buurt     ";"BU03630703          ";"    14.3";"    27.3"
"18 tot 65 jaar";"Waarde";"2022";"Weteringbuurt";"Amsterdam                               ";"Buurt     ";"BU03630704          ";"    12.9";"    24.7"
"18 tot 65 jaar";"Waarde";"2022";"Den Texbuurt";"Amsterdam                               ";"Buurt     ";"BU03630705          ";"    11.7";"    22.7"
"18 tot 65 jaar";"Waarde";"2022";"Utrechtsebuurt Zuid";"Amsterdam                               ";"Buurt     ";"BU03630706          ";"    12.1";"    23.3"
"18 tot 65 jaar";"Waarde";"2022";"Frederikspleinbuurt";"Amsterdam                               ";"Buurt     ";"BU03630707          ";"    11.9";"    22.4"
"18 tot 65 jaar";"Waarde";"2022";"Weesperbuurt/Plantage";"Amsterdam                               ";"Wijk      ";"WK036308            ";"    13.2";"    25.6"
"18 tot 65 jaar";"Waarde";"2022";"Weesperbuurt";"Amsterdam                               ";"Buurt     ";"BU03630800          ";"    13.9";"    27.3"
"18 tot 65 jaar";"Waarde";"2022";"Sarphatistrook";"Amsterdam                               ";"Buurt     ";"BU03630801          ";"    14.1";"    27.7"
"18 tot 65 jaar";"Waarde";"2022";"de Plantage";"Amsterdam                               ";"Buurt     ";"BU03630803          ";"    11.6";"    21.7"
"18 tot 65 jaar";"Waarde";"2022";"Alexanderplein e.o.";"Amsterdam                               ";"Buurt     ";"BU03630804          ";"    11.9";"    22.5"
"18 tot 65 jaar";"Waarde";"2022";"Oostelijke Eilanden/Kadijken";"Amsterdam                               ";"Wijk      ";"WK036309            ";"    15.1";"    30.5"
"18 tot 65 jaar";"Waarde";"2022";"Marine-Etablissement";"Amsterdam                               ";"Buurt     ";"BU03630900          ";"     8.6";"    19.3"
"18 tot 65 jaar";"Waarde";"2022";"Kattenburg";"Amsterdam                               ";"Buurt     ";"BU03630901          ";"    16.9";"    35.0"
"18 tot 65 jaar";"Waarde";"2022";"Wittenburg";"Amsterdam                               ";"Buurt     ";"BU03630902          ";"    15.9";"    32.5"
"18 tot 65 jaar";"Waarde";"2022";"Oostenburg";"Amsterdam                               ";"Buurt     ";"BU03630903          ";"    15.7";"    30.5"
"18 tot 65 jaar";"Waarde";"2022";"Czaar Peterbuurt";"Amsterdam                               ";"Buurt     ";"BU03630904          ";"    16.5";"    33.5"
"18 tot 65 jaar";"Waarde";"2022";"Het Funen";"Amsterdam                               ";"Buurt     ";"BU03630905          ";"    11.5";"    22.5"
"18 tot 65 jaar";"Waarde";"2022";"Kazernebuurt";"Amsterdam                               ";"Buurt     ";"BU03630907          ";"    15.4";"    31.7"
"18 tot 65 jaar";"Waarde";"2022";"Kadijken";"Amsterdam                               ";"Buurt     ";"BU03630908          ";"    13.3";"    26.8"
"18 tot 65 jaar";"Waarde";"2022";"Westelijk Havengebied";"Amsterdam                               ";"Wijk      ";"WK036310            ";"    20.6";"    34.7"
"18 tot 65 jaar";"Waarde";"2022";"Coenhaven/Mercuriushaven";"Amsterdam                               ";"Buurt     ";"BU03631000          ";"    20.7";"    34.6"
"18 tot 65 jaar";"Waarde";"2022";"Alfa-driehoek";"Amsterdam                               ";"Buurt     ";"BU03631001          ";"       .";"       ."
"18 tot 65 jaar";"Waarde";"2022";"Petroleumhaven";"Amsterdam                               ";"Buurt     ";"BU03631002          ";"       .";"       ."
"18 tot 65 jaar";"Waarde";"2022";"Westhaven Noord";"Amsterdam                               ";"Buurt     ";"BU03631003          ";"    17.6";"    41.3"
"18 tot 65 jaar";"Waarde";"2022";"Vervoerscentrum";"Amsterdam                               ";"Buurt     ";"BU03631004          ";"       .";"       ."
"18 tot 65 jaar";"Waarde";"2022";"Amerikahaven";"Amsterdam                               ";"Buurt     ";"BU03631005          ";"       .";"       ."
"18 tot 65 jaar";"Waarde";"2022";"Afrikahaven";"Amsterdam                               ";"Buurt     ";"BU03631006          ";"       .";"       ."
"18 tot 65 jaar";"Waarde";"2022";"Westhaven Zuid";"Amsterdam                               ";"Buurt     ";"BU03631007          ";"       .";"       ."
"18 tot 65 jaar";"Waarde";"2022";"Bedrijventerrein Sloterdijk";"Amsterdam                               ";"Wijk      ";"WK036311            ";"    21.2";"    40.1"
"18 tot 65 jaar";"Waarde";"2022";"Sloterdijk II";"Amsterdam                               ";"Buurt     ";"BU03631100          ";"    15.4";"    38.6"
"18 tot 65 jaar";"Waarde";"2022";"Sloterdijk III Oost";"Amsterdam                               ";"Buurt     ";"BU03631102          ";"       .";"       ."
"18 tot 65 jaar";"Waarde";"2022";"Sloterdijk III West";"Amsterdam                               ";"Buurt     ";"BU03631103          ";"    23.1";"    47.3"
"18 tot 65 jaar";"Waarde";"2022";"De Heining";"Amsterdam                               ";"Buurt     ";"BU03631104          ";"    11.6";"    31.3"
"18 tot 65 jaar";"Waarde";"2022";"Teleport";"Amsterdam                               ";"Buurt     ";"BU03631105          ";"    21.3";"    39.4"
"18 tot 65 jaar";"Waarde";"2022";"Bretten Oost";"Amsterdam                               ";"Buurt     ";"BU03631107          ";"       .";"       ."
"18 tot 65 jaar";"Waarde";"2022";"Bretten West";"Amsterdam                               ";"Buurt     ";"BU03631109          ";"       .";"       ."
"18 tot 65 jaar";"Waarde";"2022";"Houthavens";"Amsterdam                               ";"Wijk      ";"WK036312            ";"     9.7";"    17.1"
"18 tot 65 jaar";"Waarde";"2022";"Houthavens West";"Amsterdam                               ";"Buurt     ";"BU03631200          ";"     9.3";"    16.1"
"18 tot 65 jaar";"Waarde";"2022";"Houthavens Oost";"Amsterdam                               ";"Buurt     ";"BU03631201          ";"    11.4";"    22.9"
"18 tot 65 jaar";"Waarde";"2022";"Spaarndammer- en Zeeheldenbuurt";"Amsterdam                               ";"Wijk      ";"WK036313            ";"    16.9";"    34.3"
"18 tot 65 jaar";"Waarde";"2022";"Zeeheldenbuurt";"Amsterdam                               ";"Buurt     ";"BU03631300          ";"    15.7";"    32.2"
"18 tot 65 jaar";"Waarde";"2022";"Spaarndammerbuurt Noordoost";"Amsterdam                               ";"Buurt     ";"BU03631301          ";"    18.4";"    37.8"
"18 tot 65 jaar";"Waarde";"2022";"Spaarndammerbuurt Zuidoost";"Amsterdam                               ";"Buurt     ";"BU03631302          ";"    16.6";"    32.2"
"18 tot 65 jaar";"Waarde";"2022";"Spaarndammerbuurt Zuidwest";"Amsterdam                               ";"Buurt     ";"BU03631303          ";"    15.8";"    31.0"
"18 tot 65 jaar";"Waarde";"2022";"Spaarndammerbuurt Midden";"Amsterdam                               ";"Buurt     ";"BU03631304          ";"    16.9";"    34.0"
"18 tot 65 jaar";"Waarde";"2022";"Spaarndammerbuurt Noordwest";"Amsterdam                               ";"Buurt     ";"BU03631305          ";"    17.1";"    35.8"
"18 tot 65 jaar";"Waarde";"2022";"Westergasfabriek";"Amsterdam                               ";"Buurt     ";"BU03631306          ";"       .";"       ."
"18 tot 65 jaar";"Waarde";"2022";"Overbraker Binnenpolder";"Amsterdam                               ";"Buurt     ";"BU03631307          ";"       .";"       ."
"18 tot 65 jaar";"Waarde";"2022";"Staatsliedenbuurt";"Amsterdam                               ";"Wijk      ";"WK036314            ";"    16.1";"    31.1"
"18 tot 65 jaar";"Waarde";"2022";"De Wittenbuurt Noord";"Amsterdam                               ";"Buurt     ";"BU03631400          ";"    15.8";"    30.9"
"18 tot 65 jaar";"Waarde";"2022";"De Wittenbuurt Zuid";"Amsterdam                               ";"Buurt     ";"BU03631401          ";"    18.3";"    35.8"
"18 tot 65 jaar";"Waarde";"2022";"Staatsliedenbuurt Noordoost";"Amsterdam                               ";"Buurt     ";"BU03631402          ";"    17.9";"    36.0"
"18 tot 65 jaar";"Waarde";"2022";"Fannius Scholtenbuurt";"Amsterdam                               ";"Buurt     ";"BU03631403          ";"    16.6";"    32.2"
"18 tot 65 jaar";"Waarde";"2022";"Westerstaatsman";"Amsterdam                               ";"Buurt     ";"BU03631404          ";"    16.0";"    30.6"
"18 tot 65 jaar";"Waarde";"2022";"Buyskade e.o.";"Amsterdam                               ";"Buurt     ";"BU03631405          ";"    14.8";"    27.8"
"18 tot 65 jaar";"Waarde";"2022";"Centrale Markt";"Amsterdam                               ";"Wijk      ";"WK036315            ";"    13.8";"    26.9"
"18 tot 65 jaar";"Waarde";"2022";"Ecowijk";"Amsterdam                               ";"Buurt     ";"BU03631500          ";"    12.8";"    25.7"
"18 tot 65 jaar";"Waarde";"2022";"Markthallen";"Amsterdam                               ";"Buurt     ";"BU03631501          ";"    13.7";"    28.3"
"18 tot 65 jaar";"Waarde";"2022";"Bedrijvencentrum Westerkwartier";"Amsterdam                               ";"Buurt     ";"BU03631502          ";"    12.3";"    24.7"
"18 tot 65 jaar";"Waarde";"2022";"Marcanti";"Amsterdam                               ";"Buurt     ";"BU03631503          ";"    15.1";"    28.4"
"18 tot 65 jaar";"Waarde";"2022";"Frederik Hendrikbuurt";"Amsterdam                               ";"Wijk      ";"WK036316            ";"    16.0";"    29.9"
"18 tot 65 jaar";"Waarde";"2022";"Frederik Hendrikbuurt Noord";"Amsterdam                               ";"Buurt     ";"BU03631600          ";"    15.7";"    29.4"
"18 tot 65 jaar";"Waarde";"2022";"Frederik Hendrikbuurt Zuidoost";"Amsterdam                               ";"Buurt     ";"BU03631601          ";"    16.9";"    31.3"
"18 tot 65 jaar";"Waarde";"2022";"Frederik Hendrikbuurt Zuidwest";"Amsterdam                               ";"Buurt     ";"BU03631602          ";"    14.2";"    27.1"
"18 tot 65 jaar";"Waarde";"2022";"Da Costabuurt";"Amsterdam                               ";"Wijk      ";"WK036317            ";"    14.2";"    26.4"
"18 tot 65 jaar";"Waarde";"2022";"Da Costabuurt Noord";"Amsterdam                               ";"Buurt     ";"BU03631700          ";"    14.2";"    26.4"
"18 tot 65 jaar";"Waarde";"2022";"Kinkerbuurt";"Amsterdam                               ";"Wijk      ";"WK036318            ";"    15.3";"    29.6"
"18 tot 65 jaar";"Waarde";"2022";"Bellamybuurt Noord";"Amsterdam                               ";"Buurt     ";"BU03631800          ";"    15.4";"    30.2"
"18 tot 65 jaar";"Waarde";"2022";"Bellamybuurt Zuid";"Amsterdam                               ";"Buurt     ";"BU03631801          ";"    15.2";"    29.3"
"18 tot 65 jaar";"Waarde";"2022";"Van Lennepbuurt";"Amsterdam                               ";"Wijk      ";"WK036319            ";"    17.6";"    34.2"
"18 tot 65 jaar";"Waarde";"2022";"Da Costabuurt Zuid";"Amsterdam                               ";"Buurt     ";"BU03631900          ";"    15.4";"    29.1"
"18 tot 65 jaar";"Waarde";"2022";"Borgerbuurt";"Amsterdam                               ";"Buurt     ";"BU03631901          ";"    20.3";"    40.4"
"18 tot 65 jaar";"Waarde";"2022";"Lootsbuurt";"Amsterdam                               ";"Buurt     ";"BU03631902          ";"    17.3";"    33.4"
"18 tot 65 jaar";"Waarde";"2022";"Helmersbuurt";"Amsterdam                               ";"Wijk      ";"WK036320            ";"    13.1";"    24.7"
"18 tot 65 jaar";"Waarde";"2022";"Helmersbuurt Oost";"Amsterdam                               ";"Buurt     ";"BU03632000          ";"    12.3";"    22.6"
"18 tot 65 jaar";"Waarde";"2022";"WG-terrein";"Amsterdam                               ";"Buurt     ";"BU03632001          ";"    14.5";"    28.1"
"18 tot 65 jaar";"Waarde";"2022";"Cremerbuurt Oost";"Amsterdam                               ";"Buurt     ";"BU03632002          ";"    12.7";"    23.6"
"18 tot 65 jaar";"Waarde";"2022";"Overtoomse Sluis";"Amsterdam                               ";"Wijk      ";"WK036321            ";"    13.4";"    25.5"
"18 tot 65 jaar";"Waarde";"2022";"Cremerbuurt West";"Amsterdam                               ";"Buurt     ";"BU03632100          ";"    13.9";"    26.0"
"18 tot 65 jaar";"Waarde";"2022";"Vondelparkbuurt West";"Amsterdam                               ";"Buurt     ";"BU03632101          ";"    12.3";"    23.8"
"18 tot 65 jaar";"Waarde";"2022";"Vondelbuurt";"Amsterdam                               ";"Wijk      ";"WK036322            ";"    13.0";"    24.6"
"18 tot 65 jaar";"Waarde";"2022";"Vondelparkbuurt Oost";"Amsterdam                               ";"Buurt     ";"BU03632200          ";"    12.6";"    23.8"
"18 tot 65 jaar";"Waarde";"2022";"Vondelparkbuurt Midden";"Amsterdam                               ";"Buurt     ";"BU03632201          ";"    13.5";"    25.7"
"18 tot 65 jaar";"Waarde";"2022";"Zuidas";"Amsterdam                               ";"Wijk      ";"WK036323            ";"    13.9";"    28.1"
"18 tot 65 jaar";"Waarde";"2022";"Zuidas Noord";"Amsterdam                               ";"Buurt     ";"BU03632300          ";"    11.1";"    21.0"
"18 tot 65 jaar";"Waarde";"2022";"RAI";"Amsterdam                               ";"Buurt     ";"BU03632301          ";"       .";"       ."
"18 tot 65 jaar";"Waarde";"2022";"VU-kwartier";"Amsterdam                               ";"Buurt     ";"BU03632302          ";"    13.4";"    29.4"
"18 tot 65 jaar";"Waarde";"2022";"Zuidas Zuid";"Amsterdam                               ";"Buurt     ";"BU03632303          ";"    12.0";"    23.8"
"18 tot 65 jaar";"Waarde";"2022";"Vivaldi";"Amsterdam                               ";"Buurt     ";"BU03632304          ";"    17.7";"    36.4"
"18 tot 65 jaar";"Waarde";"2022";"Oude Pijp";"Amsterdam                               ";"Wijk      ";"WK036324            ";"    15.1";"    29.8"
"18 tot 65 jaar";"Waarde";"2022";"Hemonybuurt";"Amsterdam                               ";"Buurt     ";"BU03632400          ";"    13.5";"    26.3"
"18 tot 65 jaar";"Waarde";"2022";"Gerard Doubuurt";"Amsterdam                               ";"Buurt     ";"BU03632401          ";"    16.3";"    32.5"
"18 tot 65 jaar";"Waarde";"2022";"Frans Halsbuurt";"Amsterdam                               ";"Buurt     ";"BU03632402          ";"    14.5";"    27.9"
"18 tot 65 jaar";"Waarde";"2022";"Hercules Seghersbuurt";"Amsterdam                               ";"Buurt     ";"BU03632403          ";"    16.7";"    33.7"
"18 tot 65 jaar";"Waarde";"2022";"Sarphatiparkbuurt";"Amsterdam                               ";"Buurt     ";"BU03632404          ";"    15.0";"    29.5"
"18 tot 65 jaar";"Waarde";"2022";"Nieuwe Pijp";"Amsterdam                               ";"Wijk      ";"WK036325            ";"    15.0";"    29.7"
"18 tot 65 jaar";"Waarde";"2022";"Willibrordusbuurt";"Amsterdam                               ";"Buurt     ";"BU03632500          ";"    16.6";"    32.2"
"18 tot 65 jaar";"Waarde";"2022";"Van der Helstpleinbuurt";"Amsterdam                               ";"Buurt     ";"BU03632501          ";"    14.6";"    28.3"
"18 tot 65 jaar";"Waarde";"2022";"Lizzy Ansinghbuurt";"Amsterdam                               ";"Buurt     ";"BU03632502          ";"    15.7";"    31.7"
"18 tot 65 jaar";"Waarde";"2022";"Cornelis Troostbuurt";"Amsterdam                               ";"Buurt     ";"BU03632503          ";"    14.1";"    28.2"
"18 tot 65 jaar";"Waarde";"2022";"Zuid Pijp";"Amsterdam                               ";"Wijk      ";"WK036326            ";"    18.3";"    37.8"
"18 tot 65 jaar";"Waarde";"2022";"Diamantbuurt";"Amsterdam                               ";"Buurt     ";"BU03632600          ";"    18.8";"    38.8"
"18 tot 65 jaar";"Waarde";"2022";"Burgemeester Tellegenbuurt Oost";"Amsterdam                               ";"Buurt     ";"BU03632601          ";"    17.9";"    36.3"
"18 tot 65 jaar";"Waarde";"2022";"Burgemeester Tellegenbuurt West";"Amsterdam                               ";"Buurt     ";"BU03632602          ";"    18.2";"    38.3"
"18 tot 65 jaar";"Waarde";"2022";"Weesperzijde";"Amsterdam                               ";"Wijk      ";"WK036327            ";"    13.7";"    26.2"
"18 tot 65 jaar";"Waarde";"2022";"Swammerdambuurt";"Amsterdam                               ";"Buurt     ";"BU03632700          ";"    12.4";"    23.6"
"18 tot 65 jaar";"Waarde";"2022";"Weesperzijde Midden/Zuid";"Amsterdam                               ";"Buurt     ";"BU03632701          ";"    12.9";"    24.5"
"18 tot 65 jaar";"Waarde";"2022";"Parooldriehoek";"Amsterdam                               ";"Buurt     ";"BU03632702          ";"    21.2";"    40.7"
"18 tot 65 jaar";"Waarde";"2022";"Oosterparkbuurt";"Amsterdam                               ";"Wijk      ";"WK036328            ";"    16.8";"    33.7"
"18 tot 65 jaar";"Waarde";"2022";"Oosterparkbuurt Noordwest";"Amsterdam                               ";"Buurt     ";"BU03632800          ";"    16.6";"    33.9"
"18 tot 65 jaar";"Waarde";"2022";"Oosterpark";"Amsterdam                               ";"Buurt     ";"BU03632801          ";"    20.4";"    39.3"
"18 tot 65 jaar";"Waarde";"2022";"Oosterparkbuurt Zuidoost";"Amsterdam                               ";"Buurt     ";"BU03632802          ";"    14.9";"    29.3"
"18 tot 65 jaar";"Waarde";"2022";"Oosterparkbuurt Zuidwest";"Amsterdam                               ";"Buurt     ";"BU03632803          ";"    19.1";"    38.5"
"18 tot 65 jaar";"Waarde";"2022";"Dapperbuurt";"Amsterdam                               ";"Wijk      ";"WK036329            ";"    16.9";"    34.5"
"18 tot 65 jaar";"Waarde";"2022";"Dapperbuurt Noord";"Amsterdam                               ";"Buurt     ";"BU03632900          ";"    17.4";"    35.7"
"18 tot 65 jaar";"Waarde";"2022";"Dapperbuurt Zuid";"Amsterdam                               ";"Buurt     ";"BU03632901          ";"    17.7";"    36.4"
"18 tot 65 jaar";"Waarde";"2022";"Oostpoort";"Amsterdam                               ";"Buurt     ";"BU03632902          ";"    13.8";"    26.8"
"18 tot 65 jaar";"Waarde";"2022";"Transvaalbuurt";"Amsterdam                               ";"Wijk      ";"WK036330            ";"    17.7";"    36.6"
"18 tot 65 jaar";"Waarde";"2022";"Transvaalbuurt West";"Amsterdam                               ";"Buurt     ";"BU03633000          ";"    17.7";"    36.7"
"18 tot 65 jaar";"Waarde";"2022";"Transvaalbuurt Oost";"Amsterdam                               ";"Buurt     ";"BU03633001          ";"    17.7";"    36.5"
"18 tot 65 jaar";"Waarde";"2022";"Indische Buurt West";"Amsterdam                               ";"Wijk      ";"WK036331            ";"    17.7";"    36.4"
