"Leeftijd";"Marges";"Perioden";"Wijken en buurten";"Regioaanduiding/Gemeentenaam (naam)";"Regioaanduiding/Soort regio (omschrijving)";"Regioaanduiding/Codering (code)";"Hoog risico op angst of depressie (%)";"Moeite met rondkomen (%)"
"65 jaar of ouder";"Waarde";"2022";"Van Loonbuurt";"Amsterdam                               ";"Buurt     ";"BU03630302          ";"     3.9";"     8.6"
"65 jaar of ouder";"Waarde";"2022";"Amstelveldbuurt";"Amsterdam                               ";"Buurt     ";"BU03630303          ";"     3.1";"     7.9"
"65 jaar of ouder";"Waarde";"2022";"Rembrandtpleinbuurt";"Amsterdam                               ";"Buurt     ";"BU03630304          ";"     6.8";"    13.4"
"65 jaar of ouder";"Waarde";"2022";"Reguliersbuurt";"Amsterdam                               ";"Buurt     ";"BU03630305          ";"       .";"       ."
"65 jaar of ouder";"Waarde";"2022";"Leidsegracht Zuid";"Amsterdam                               ";"Buurt     ";"BU03630306          ";"     3.1";"     5.6"
"65 jaar of ouder";"Waarde";"2022";"Nieuwmarkt/Lastage";"Amsterdam                               ";"Wijk      ";"WK036304            ";"     6.4";"    19.1"
"65 jaar of ouder";"Waarde";"2022";"Oosterdokseiland";"Amsterdam                               ";"Buurt     ";"BU03630400          ";"     3.7";"    11.1"
"65 jaar of ouder";"Waarde";"2022";"Scheepvaarthuisbuurt";"Amsterdam                               ";"Buurt     ";"BU03630401          ";"     5.8";"    10.8"
"65 jaar of ouder";"Waarde";"2022";"Rapenburg";"Amsterdam                               ";"Buurt     ";"BU03630402          ";"     6.2";"    23.3"
"65 jaar of ouder";"Waarde";"2022";"Lastage";"Amsterdam                               ";"Buurt     ";"BU03630403          ";"     5.5";"    17.8"
"65 jaar of ouder";"Waarde";"2022";"Nieuwmarkt";"Amsterdam                               ";"Buurt     ";"BU03630404          ";"     7.9";"    23.5"
"65 jaar of ouder";"Waarde";"2022";"Uilenburg";"Amsterdam                               ";"Buurt     ";"BU03630405          ";"     6.3";"    17.7"
"65 jaar of ouder";"Waarde";"2022";"Valkenburg";"Amsterdam                               ";"Buurt     ";"BU03630406          ";"     6.2";"    18.5"
"65 jaar of ouder";"Waarde";"2022";"Zuiderkerkbuurt";"Amsterdam                               ";"Buurt     ";"BU03630407          ";"     6.4";"    19.0"
"65 jaar of ouder";"Waarde";"2022";"Waterloopleinbuurt";"Amsterdam                               ";"Buurt     ";"BU03630408          ";"     5.7";"    17.0"
"65 jaar of ouder";"Waarde";"2022";"Haarlemmerbuurt";"Amsterdam                               ";"Wijk      ";"WK036305            ";"     6.1";"    18.7"
"65 jaar of ouder";"Waarde";"2022";"Westerdokseiland";"Amsterdam                               ";"Buurt     ";"BU03630500          ";"     5.5";"    17.4"
"65 jaar of ouder";"Waarde";"2022";"Haarlemmerbuurt Oost";"Amsterdam                               ";"Buurt     ";"BU03630501          ";"     6.0";"    18.5"
"65 jaar of ouder";"Waarde";"2022";"Haarlemmerbuurt West";"Amsterdam                               ";"Buurt     ";"BU03630502          ";"     7.4";"    21.6"
"65 jaar of ouder";"Waarde";"2022";"Westelijke eilanden";"Amsterdam                               ";"Buurt     ";"BU03630503          ";"     5.6";"    17.2"
"65 jaar of ouder";"Waarde";"2022";"Planciusbuurt Noord";"Amsterdam                               ";"Buurt     ";"BU03630505          ";"     6.5";"    20.3"
"65 jaar of ouder";"Waarde";"2022";"Planciusbuurt Zuid";"Amsterdam                               ";"Buurt     ";"BU03630506          ";"     9.3";"    31.7"
"65 jaar of ouder";"Waarde";"2022";"Jordaan";"Amsterdam                               ";"Wijk      ";"WK036306            ";"     7.1";"    20.0"
"65 jaar of ouder";"Waarde";"2022";"Driehoekbuurt";"Amsterdam                               ";"Buurt     ";"BU03630600          ";"     7.3";"    20.9"
"65 jaar of ouder";"Waarde";"2022";"Bloemgrachtbuurt";"Amsterdam                               ";"Buurt     ";"BU03630602          ";"     7.2";"    19.5"
"65 jaar of ouder";"Waarde";"2022";"Marnixbuurt Noord";"Amsterdam                               ";"Buurt     ";"BU03630603          ";"     9.0";"    26.5"
"65 jaar of ouder";"Waarde";"2022";"Zaagpoortbuurt";"Amsterdam                               ";"Buurt     ";"BU03630604          ";"     8.4";"    26.1"
"65 jaar of ouder";"Waarde";"2022";"Marnixbuurt Midden";"Amsterdam                               ";"Buurt     ";"BU03630605          ";"     7.0";"    24.1"
"65 jaar of ouder";"Waarde";"2022";"Elandsgrachtbuurt";"Amsterdam                               ";"Buurt     ";"BU03630606          ";"     7.4";"    20.9"
"65 jaar of ouder";"Waarde";"2022";"Passeerdersgrachtbuurt";"Amsterdam                               ";"Buurt     ";"BU03630607          ";"     5.4";"    14.5"
"65 jaar of ouder";"Waarde";"2022";"Groenmarktkadebuurt";"Amsterdam                               ";"Buurt     ";"BU03630608          ";"     6.9";"    18.2"
"65 jaar of ouder";"Waarde";"2022";"Marnixbuurt Zuid";"Amsterdam                               ";"Buurt     ";"BU03630609          ";"     5.6";"    10.7"
"65 jaar of ouder";"Waarde";"2022";"Anjeliersbuurt Noord";"Amsterdam                               ";"Buurt     ";"BU03630610          ";"     6.1";"    17.8"
"65 jaar of ouder";"Waarde";"2022";"Anjeliersbuurt Zuid";"Amsterdam                               ";"Buurt     ";"BU03630611          ";"     7.3";"    20.7"
"65 jaar of ouder";"Waarde";"2022";"De Weteringschans";"Amsterdam                               ";"Wijk      ";"WK036307            ";"     4.5";"    12.1"
"65 jaar of ouder";"Waarde";"2022";"Leidsebuurt Noordwest";"Amsterdam                               ";"Buurt     ";"BU03630700          ";"     5.2";"    11.6"
"65 jaar of ouder";"Waarde";"2022";"Leidsebuurt Zuidwest";"Amsterdam                               ";"Buurt     ";"BU03630701          ";"     5.6";"    20.1"
"65 jaar of ouder";"Waarde";"2022";"Leidsebuurt Noordoost";"Amsterdam                               ";"Buurt     ";"BU03630702          ";"     5.1";"    12.3"
"65 jaar of ouder";"Waarde";"2022";"Leidsebuurt Zuidoost";"Amsterdam                               ";"Buurt     ";"BU03630703          ";"     4.4";"    12.7"
"65 jaar of ouder";"Waarde";"2022";"Weteringbuurt";"Amsterdam                               ";"Buurt     ";"BU03630704          ";"     4.3";"    12.2"
"65 jaar of ouder";"Waarde";"2022";"Den Texbuurt";"Amsterdam                               ";"Buurt     ";"BU03630705          ";"     4.8";"    13.4"
"65 jaar of ouder";"Waarde";"2022";"Utrechtsebuurt Zuid";"Amsterdam                               ";"Buurt     ";"BU03630706          ";"     4.8";"    12.3"
"65 jaar of ouder";"Waarde";"2022";"Frederikspleinbuurt";"Amsterdam                               ";"Buurt     ";"BU03630707          ";"     3.5";"     8.7"
"65 jaar of ouder";"Waarde";"2022";"Weesperbuurt/Plantage";"Amsterdam                               ";"Wijk      ";"WK036308            ";"     5.2";"    14.4"
"65 jaar of ouder";"Waarde";"2022";"Weesperbuurt";"Amsterdam                               ";"Buurt     ";"BU03630800          ";"     6.3";"    18.2"
"65 jaar of ouder";"Waarde";"2022";"Sarphatistrook";"Amsterdam                               ";"Buurt     ";"BU03630801          ";"     6.5";"    18.5"
"65 jaar of ouder";"Waarde";"2022";"de Plantage";"Amsterdam                               ";"Buurt     ";"BU03630803          ";"     3.5";"     8.3"
"65 jaar of ouder";"Waarde";"2022";"Alexanderplein e.o.";"Amsterdam                               ";"Buurt     ";"BU03630804          ";"     3.5";"    10.3"
"65 jaar of ouder";"Waarde";"2022";"Oostelijke Eilanden/Kadijken";"Amsterdam                               ";"Wijk      ";"WK036309            ";"     7.6";"    23.3"
"65 jaar of ouder";"Waarde";"2022";"Marine-Etablissement";"Amsterdam                               ";"Buurt     ";"BU03630900          ";"     3.5";"    10.4"
"65 jaar of ouder";"Waarde";"2022";"Kattenburg";"Amsterdam                               ";"Buurt     ";"BU03630901          ";"     8.8";"    28.3"
"65 jaar of ouder";"Waarde";"2022";"Wittenburg";"Amsterdam                               ";"Buurt     ";"BU03630902          ";"     7.9";"    25.2"
"65 jaar of ouder";"Waarde";"2022";"Oostenburg";"Amsterdam                               ";"Buurt     ";"BU03630903          ";"     8.9";"    28.0"
"65 jaar of ouder";"Waarde";"2022";"Czaar Peterbuurt";"Amsterdam                               ";"Buurt     ";"BU03630904          ";"     9.6";"    29.7"
"65 jaar of ouder";"Waarde";"2022";"Het Funen";"Amsterdam                               ";"Buurt     ";"BU03630905          ";"     5.7";"    17.3"
"65 jaar of ouder";"Waarde";"2022";"Kazernebuurt";"Amsterdam                               ";"Buurt     ";"BU03630907          ";"     7.8";"    21.7"
"65 jaar of ouder";"Waarde";"2022";"Kadijken";"Amsterdam                               ";"Buurt     ";"BU03630908          ";"     6.0";"    17.3"
"65 jaar of ouder";"Waarde";"2022";"Westelijk Havengebied";"Amsterdam                               ";"Wijk      ";"WK036310            ";"       .";"       ."
"65 jaar of ouder";"Waarde";"2022";"Coenhaven/Mercuriushaven";"Amsterdam                               ";"Buurt     ";"BU03631000          ";"       .";"       ."
"65 jaar of ouder";"Waarde";"2022";"Alfa-driehoek";"Amsterdam                               ";"Buurt     ";"BU03631001          ";"       .";"       ."
"65 jaar of ouder";"Waarde";"2022";"Petroleumhaven";"Amsterdam                               ";"Buurt     ";"BU03631002          ";"       .";"       ."
"65 jaar of ouder";"Waarde";"2022";"Westhaven Noord";"Amsterdam                               ";"Buurt     ";"BU03631003          ";"       .";"       ."
"65 jaar of ouder";"Waarde";"2022";"Vervoerscentrum";"Amsterdam                               ";"Buurt     ";"BU03631004          ";"       .";"       ."
"65 jaar of ouder";"Waarde";"2022";"Amerikahaven";"Amsterdam                               ";"Buurt     ";"BU03631005          ";"       .";"       ."
"65 jaar of ouder";"Waarde";"2022";"Afrikahaven";"Amsterdam                               ";"Buurt     ";"BU03631006          ";"       .";"       ."
"65 jaar of ouder";"Waarde";"2022";"Westhaven Zuid";"Amsterdam                               ";"Buurt     ";"BU03631007          ";"       .";"       ."
"65 jaar of ouder";"Waarde";"2022";"Bedrijventerrein Sloterdijk";"Amsterdam                               ";"Wijk      ";"WK036311            ";"     7.2";"    26.5"
"65 jaar of ouder";"Waarde";"2022";"Sloterdijk II";"Amsterdam                               ";"Buurt     ";"BU03631100          ";"       .";"       ."
"65 jaar of ouder";"Waarde";"2022";"Sloterdijk III Oost";"Amsterdam                               ";"Buurt     ";"BU03631102          ";"       .";"       ."
"65 jaar of ouder";"Waarde";"2022";"Sloterdijk III West";"Amsterdam                               ";"Buurt     ";"BU03631103          ";"       .";"       ."
"65 jaar of ouder";"Waarde";"2022";"De Heining";"Amsterdam                               ";"Buurt     ";"BU03631104          ";"       .";"       ."
"65 jaar of ouder";"Waarde";"2022";"Teleport";"Amsterdam                               ";"Buurt     ";"BU03631105          ";"       .";"       ."
"65 jaar of ouder";"Waarde";"2022";"Bretten Oost";"Amsterdam                               ";"Buurt     ";"BU03631107          ";"       .";"       ."
"65 jaar of ouder";"Waarde";"2022";"Bretten West";"Amsterdam                               ";"Buurt     ";"BU03631109          ";"       .";"       ."
"65 jaar of ouder";"Waarde";"2022";"Houthavens";"Amsterdam                               ";"Wijk      ";"WK036312            ";"     4.1";"    10.2"
"65 jaar of ouder";"Waarde";"2022";"Houthavens West";"Amsterdam                               ";"Buurt     ";"BU03631200          ";"     4.5";"    10.7"
"65 jaar of ouder";"Waarde";"2022";"Houthavens Oost";"Amsterdam                               ";"Buurt     ";"BU03631201          ";"     3.4";"     9.3"
"65 jaar of ouder";"Waarde";"2022";"Spaarndammer- en Zeeheldenbuurt";"Amsterdam                               ";"Wijk      ";"WK036313            ";"    10.5";"    32.4"
"65 jaar of ouder";"Waarde";"2022";"Zeeheldenbuurt";"Amsterdam                               ";"Buurt     ";"BU03631300          ";"     9.1";"    28.6"
"65 jaar of ouder";"Waarde";"2022";"Spaarndammerbuurt Noordoost";"Amsterdam                               ";"Buurt     ";"BU03631301          ";"    11.3";"    32.0"
"65 jaar of ouder";"Waarde";"2022";"Spaarndammerbuurt Zuidoost";"Amsterdam                               ";"Buurt     ";"BU03631302          ";"     9.3";"    28.3"
"65 jaar of ouder";"Waarde";"2022";"Spaarndammerbuurt Zuidwest";"Amsterdam                               ";"Buurt     ";"BU03631303          ";"    11.1";"    35.2"
"65 jaar of ouder";"Waarde";"2022";"Spaarndammerbuurt Midden";"Amsterdam                               ";"Buurt     ";"BU03631304          ";"    10.7";"    35.0"
"65 jaar of ouder";"Waarde";"2022";"Spaarndammerbuurt Noordwest";"Amsterdam                               ";"Buurt     ";"BU03631305          ";"    11.0";"    36.1"
"65 jaar of ouder";"Waarde";"2022";"Westergasfabriek";"Amsterdam                               ";"Buurt     ";"BU03631306          ";"       .";"       ."
"65 jaar of ouder";"Waarde";"2022";"Overbraker Binnenpolder";"Amsterdam                               ";"Buurt     ";"BU03631307          ";"       .";"       ."
"65 jaar of ouder";"Waarde";"2022";"Staatsliedenbuurt";"Amsterdam                               ";"Wijk      ";"WK036314            ";"    10.4";"    30.1"
"65 jaar of ouder";"Waarde";"2022";"De Wittenbuurt Noord";"Amsterdam                               ";"Buurt     ";"BU03631400          ";"     9.9";"    27.6"
"65 jaar of ouder";"Waarde";"2022";"De Wittenbuurt Zuid";"Amsterdam                               ";"Buurt     ";"BU03631401          ";"     9.4";"    25.3"
"65 jaar of ouder";"Waarde";"2022";"Staatsliedenbuurt Noordoost";"Amsterdam                               ";"Buurt     ";"BU03631402          ";"    10.8";"    32.4"
"65 jaar of ouder";"Waarde";"2022";"Fannius Scholtenbuurt";"Amsterdam                               ";"Buurt     ";"BU03631403          ";"    11.5";"    32.7"
"65 jaar of ouder";"Waarde";"2022";"Westerstaatsman";"Amsterdam                               ";"Buurt     ";"BU03631404          ";"    11.3";"    35.3"
"65 jaar of ouder";"Waarde";"2022";"Buyskade e.o.";"Amsterdam                               ";"Buurt     ";"BU03631405          ";"     9.5";"    26.9"
"65 jaar of ouder";"Waarde";"2022";"Centrale Markt";"Amsterdam                               ";"Wijk      ";"WK036315            ";"    10.0";"    27.8"
"65 jaar of ouder";"Waarde";"2022";"Ecowijk";"Amsterdam                               ";"Buurt     ";"BU03631500          ";"     7.5";"    20.1"
"65 jaar of ouder";"Waarde";"2022";"Markthallen";"Amsterdam                               ";"Buurt     ";"BU03631501          ";"       .";"       ."
"65 jaar of ouder";"Waarde";"2022";"Bedrijvencentrum Westerkwartier";"Amsterdam                               ";"Buurt     ";"BU03631502          ";"       .";"       ."
"65 jaar of ouder";"Waarde";"2022";"Marcanti";"Amsterdam                               ";"Buurt     ";"BU03631503          ";"    12.2";"    35.9"
"65 jaar of ouder";"Waarde";"2022";"Frederik Hendrikbuurt";"Amsterdam                               ";"Wijk      ";"WK036316            ";"     9.6";"    25.4"
"65 jaar of ouder";"Waarde";"2022";"Frederik Hendrikbuurt Noord";"Amsterdam                               ";"Buurt     ";"BU03631600          ";"     9.8";"    25.8"
"65 jaar of ouder";"Waarde";"2022";"Frederik Hendrikbuurt Zuidoost";"Amsterdam                               ";"Buurt     ";"BU03631601          ";"    10.2";"    28.1"
"65 jaar of ouder";"Waarde";"2022";"Frederik Hendrikbuurt Zuidwest";"Amsterdam                               ";"Buurt     ";"BU03631602          ";"     8.5";"    21.4"
"65 jaar of ouder";"Waarde";"2022";"Da Costabuurt";"Amsterdam                               ";"Wijk      ";"WK036317            ";"     8.4";"    23.4"
"65 jaar of ouder";"Waarde";"2022";"Da Costabuurt Noord";"Amsterdam                               ";"Buurt     ";"BU03631700          ";"     8.4";"    23.4"
"65 jaar of ouder";"Waarde";"2022";"Kinkerbuurt";"Amsterdam                               ";"Wijk      ";"WK036318            ";"    10.7";"    28.8"
"65 jaar of ouder";"Waarde";"2022";"Bellamybuurt Noord";"Amsterdam                               ";"Buurt     ";"BU03631800          ";"     9.9";"    27.8"
"65 jaar of ouder";"Waarde";"2022";"Bellamybuurt Zuid";"Amsterdam                               ";"Buurt     ";"BU03631801          ";"    11.2";"    29.5"
"65 jaar of ouder";"Waarde";"2022";"Van Lennepbuurt";"Amsterdam                               ";"Wijk      ";"WK036319            ";"    11.3";"    32.0"
"65 jaar of ouder";"Waarde";"2022";"Da Costabuurt Zuid";"Amsterdam                               ";"Buurt     ";"BU03631900          ";"     8.7";"    26.7"
"65 jaar of ouder";"Waarde";"2022";"Borgerbuurt";"Amsterdam                               ";"Buurt     ";"BU03631901          ";"    11.8";"    32.6"
"65 jaar of ouder";"Waarde";"2022";"Lootsbuurt";"Amsterdam                               ";"Buurt     ";"BU03631902          ";"    12.0";"    34.9"
"65 jaar of ouder";"Waarde";"2022";"Helmersbuurt";"Amsterdam                               ";"Wijk      ";"WK036320            ";"     6.7";"    17.9"
"65 jaar of ouder";"Waarde";"2022";"Helmersbuurt Oost";"Amsterdam                               ";"Buurt     ";"BU03632000          ";"     5.6";"    13.5"
"65 jaar of ouder";"Waarde";"2022";"WG-terrein";"Amsterdam                               ";"Buurt     ";"BU03632001          ";"     7.1";"    19.2"
"65 jaar of ouder";"Waarde";"2022";"Cremerbuurt Oost";"Amsterdam                               ";"Buurt     ";"BU03632002          ";"     7.2";"    20.2"
"65 jaar of ouder";"Waarde";"2022";"Overtoomse Sluis";"Amsterdam                               ";"Wijk      ";"WK036321            ";"     8.2";"    22.3"
"65 jaar of ouder";"Waarde";"2022";"Cremerbuurt West";"Amsterdam                               ";"Buurt     ";"BU03632100          ";"     9.1";"    25.0"
"65 jaar of ouder";"Waarde";"2022";"Vondelparkbuurt West";"Amsterdam                               ";"Buurt     ";"BU03632101          ";"     6.8";"    17.9"
"65 jaar of ouder";"Waarde";"2022";"Vondelbuurt";"Amsterdam                               ";"Wijk      ";"WK036322            ";"     4.5";"    11.8"
"65 jaar of ouder";"Waarde";"2022";"Vondelparkbuurt Oost";"Amsterdam                               ";"Buurt     ";"BU03632200          ";"     2.9";"     6.0"
"65 jaar of ouder";"Waarde";"2022";"Vondelparkbuurt Midden";"Amsterdam                               ";"Buurt     ";"BU03632201          ";"     6.2";"    18.1"
"65 jaar of ouder";"Waarde";"2022";"Zuidas";"Amsterdam                               ";"Wijk      ";"WK036323            ";"     3.6";"     9.5"
"65 jaar of ouder";"Waarde";"2022";"Zuidas Noord";"Amsterdam                               ";"Buurt     ";"BU03632300          ";"     4.6";"    10.1"
"65 jaar of ouder";"Waarde";"2022";"RAI";"Amsterdam                               ";"Buurt     ";"BU03632301          ";"       .";"       ."
"65 jaar of ouder";"Waarde";"2022";"VU-kwartier";"Amsterdam                               ";"Buurt     ";"BU03632302          ";"       .";"       ."
"65 jaar of ouder";"Waarde";"2022";"Zuidas Zuid";"Amsterdam                               ";"Buurt     ";"BU03632303          ";"     3.2";"     8.8"
"65 jaar of ouder";"Waarde";"2022";"Vivaldi";"Amsterdam                               ";"Buurt     ";"BU03632304          ";"     4.5";"    12.8"
"65 jaar of ouder";"Waarde";"2022";"Oude Pijp";"Amsterdam                               ";"Wijk      ";"WK036324            ";"     8.9";"    25.3"
"65 jaar of ouder";"Waarde";"2022";"Hemonybuurt";"Amsterdam                               ";"Buurt     ";"BU03632400          ";"     6.5";"    17.2"
"65 jaar of ouder";"Waarde";"2022";"Gerard Doubuurt";"Amsterdam                               ";"Buurt     ";"BU03632401          ";"    10.7";"    29.2"
"65 jaar of ouder";"Waarde";"2022";"Frans Halsbuurt";"Amsterdam                               ";"Buurt     ";"BU03632402          ";"     7.8";"    20.4"
"65 jaar of ouder";"Waarde";"2022";"Hercules Seghersbuurt";"Amsterdam                               ";"Buurt     ";"BU03632403          ";"    10.0";"    30.0"
"65 jaar of ouder";"Waarde";"2022";"Sarphatiparkbuurt";"Amsterdam                               ";"Buurt     ";"BU03632404          ";"     9.0";"    27.1"
"65 jaar of ouder";"Waarde";"2022";"Nieuwe Pijp";"Amsterdam                               ";"Wijk      ";"WK036325            ";"     9.5";"    27.8"
"65 jaar of ouder";"Waarde";"2022";"Willibrordusbuurt";"Amsterdam                               ";"Buurt     ";"BU03632500          ";"    10.2";"    27.8"
"65 jaar of ouder";"Waarde";"2022";"Van der Helstpleinbuurt";"Amsterdam                               ";"Buurt     ";"BU03632501          ";"     8.4";"    24.6"
"65 jaar of ouder";"Waarde";"2022";"Lizzy Ansinghbuurt";"Amsterdam                               ";"Buurt     ";"BU03632502          ";"     9.8";"    31.3"
"65 jaar of ouder";"Waarde";"2022";"Cornelis Troostbuurt";"Amsterdam                               ";"Buurt     ";"BU03632503          ";"     9.7";"    28.2"
"65 jaar of ouder";"Waarde";"2022";"Zuid Pijp";"Amsterdam                               ";"Wijk      ";"WK036326            ";"    11.9";"    34.5"
"65 jaar of ouder";"Waarde";"2022";"Diamantbuurt";"Amsterdam                               ";"Buurt     ";"BU03632600          ";"    12.1";"    34.9"
"65 jaar of ouder";"Waarde";"2022";"Burgemeester Tellegenbuurt Oost";"Amsterdam                               ";"Buurt     ";"BU03632601          ";"    11.9";"    32.8"
"65 jaar of ouder";"Waarde";"2022";"Burgemeester Tellegenbuurt West";"Amsterdam                               ";"Buurt     ";"BU03632602          ";"    11.8";"    35.7"
"65 jaar of ouder";"Waarde";"2022";"Weesperzijde";"Amsterdam                               ";"Wijk      ";"WK036327            ";"     6.5";"    20.3"
"65 jaar of ouder";"Waarde";"2022";"Swammerdambuurt";"Amsterdam                               ";"Buurt     ";"BU03632700          ";"     5.4";"    16.6"
"65 jaar of ouder";"Waarde";"2022";"Weesperzijde Midden/Zuid";"Amsterdam                               ";"Buurt     ";"BU03632701          ";"     6.7";"    21.2"
"65 jaar of ouder";"Waarde";"2022";"Parooldriehoek";"Amsterdam                               ";"Buurt     ";"BU03632702          ";"       .";"       ."
"65 jaar of ouder";"Waarde";"2022";"Oosterparkbuurt";"Amsterdam                               ";"Wijk      ";"WK036328            ";"    11.7";"    33.3"
"65 jaar of ouder";"Waarde";"2022";"Oosterparkbuurt Noordwest";"Amsterdam                               ";"Buurt     ";"BU03632800          ";"    11.2";"    34.0"
"65 jaar of ouder";"Waarde";"2022";"Oosterpark";"Amsterdam                               ";"Buurt     ";"BU03632801          ";"     8.6";"    29.4"
"65 jaar of ouder";"Waarde";"2022";"Oosterparkbuurt Zuidoost";"Amsterdam                               ";"Buurt     ";"BU03632802          ";"    10.1";"    27.9"
"65 jaar of ouder";"Waarde";"2022";"Oosterparkbuurt Zuidwest";"Amsterdam                               ";"Buurt     ";"BU03632803          ";"    14.2";"    38.5"
"65 jaar of ouder";"Waarde";"2022";"Dapperbuurt";"Amsterdam                               ";"Wijk      ";"WK036329            ";"    12.0";"    32.8"
"65 jaar of ouder";"Waarde";"2022";"Dapperbuurt Noord";"Amsterdam                               ";"Buurt     ";"BU03632900          ";"    13.2";"    35.9"
"65 jaar of ouder";"Waarde";"2022";"Dapperbuurt Zuid";"Amsterdam                               ";"Buurt     ";"BU03632901          ";"    13.1";"    35.7"
"65 jaar of ouder";"Waarde";"2022";"Oostpoort";"Amsterdam                               ";"Buurt     ";"BU03632902          ";"     8.0";"    22.2"
"65 jaar of ouder";"Waarde";"2022";"Transvaalbuurt";"Amsterdam                               ";"Wijk      ";"WK036330            ";"    15.6";"    40.0"
"65 jaar of ouder";"Waarde";"2022";"Transvaalbuurt West";"Amsterdam                               ";"Buurt     ";"BU03633000          ";"    16.9";"    41.5"
"65 jaar of ouder";"Waarde";"2022";"Transvaalbuurt Oost";"Amsterdam                               ";"Buurt     ";"BU03633001          ";"    14.3";"    38.5"
"65 jaar of ouder";"Waarde";"2022";"Indische Buurt West";"Amsterdam                               ";"Wijk      ";"WK036331            ";"    16.6";"    43.5"
"65 jaar of ouder";"Waarde";"2022";"Noordwestkwadrant Indische buurt Noord";"Amsterdam                               ";"Buurt     ";"BU03633100          ";"    13.1";"    37.4"
"65 jaar of ouder";"Waarde";"2022";"Noordwestkwadrant Indische buurt Zuid";"Amsterdam                               ";"Buurt     ";"BU03633101          ";"    17.3";"    44.3"
"65 jaar of ouder";"Waarde";"2022";"Zuidwestkwadrant Indische buurt";"Amsterdam                               ";"Buurt     ";"BU03633102          ";"    18.0";"    46.1"
