"Leeftijd";"Marges";"Perioden";"Wijken en buurten";"Regioaanduiding/Gemeentenaam (naam)";"Regioaanduiding/Soort regio (omschrijving)";"Regioaanduiding/Codering (code)";"Hoog risico op angst of depressie (%)";"Moeite met rondkomen (%)"
"18 tot 65 jaar";"Waarde";"2016";"Spuistraat Zuid";"Amsterdam                               ";"Buurt     ";"BU03630105          ";"     7.0";"    25.7"
"18 tot 65 jaar";"Waarde";"2016";"Begijnhofbuurt";"Amsterdam                               ";"Buurt     ";"BU03630106          ";"     7.4";"    28.0"
"18 tot 65 jaar";"Waarde";"2016";"Kalverdriehoek";"Amsterdam                               ";"Buurt     ";"BU03630107          ";"     5.4";"    22.1"
"18 tot 65 jaar";"Waarde";"2016";"Grachtengordel-West";"Amsterdam                               ";"Wijk      ";"WK036302            ";"     5.1";"    18.1"
"18 tot 65 jaar";"Waarde";"2016";"Langestraat e.o.";"Amsterdam                               ";"Buurt     ";"BU03630200          ";"     4.7";"    16.5"
"18 tot 65 jaar";"Waarde";"2016";"Leliegracht e.o.";"Amsterdam                               ";"Buurt     ";"BU03630201          ";"     5.2";"    19.1"
"18 tot 65 jaar";"Waarde";"2016";"Felix Meritisbuurt";"Amsterdam                               ";"Buurt     ";"BU03630202          ";"     5.1";"    18.2"
"18 tot 65 jaar";"Waarde";"2016";"Leidsegracht Noord";"Amsterdam                               ";"Buurt     ";"BU03630203          ";"     5.4";"    19.3"
"18 tot 65 jaar";"Waarde";"2016";"Grachtengordel-Zuid";"Amsterdam                               ";"Wijk      ";"WK036303            ";"     5.4";"    19.5"
"18 tot 65 jaar";"Waarde";"2016";"Spiegelbuurt";"Amsterdam                               ";"Buurt     ";"BU03630300          ";"     5.0";"    17.8"
"18 tot 65 jaar";"Waarde";"2016";"Gouden Bocht";"Amsterdam                               ";"Buurt     ";"BU03630301          ";"     4.9";"    17.2"
"18 tot 65 jaar";"Waarde";"2016";"Van Loonbuurt";"Amsterdam                               ";"Buurt     ";"BU03630302          ";"     5.2";"    18.1"
"18 tot 65 jaar";"Waarde";"2016";"Amstelveldbuurt";"Amsterdam                               ";"Buurt     ";"BU03630303          ";"     5.4";"    18.7"
"18 tot 65 jaar";"Waarde";"2016";"Rembrandtpleinbuurt";"Amsterdam                               ";"Buurt     ";"BU03630304          ";"     6.5";"    23.7"
"18 tot 65 jaar";"Waarde";"2016";"Reguliersbuurt";"Amsterdam                               ";"Buurt     ";"BU03630305          ";"     6.6";"    25.7"
"18 tot 65 jaar";"Waarde";"2016";"Leidsegracht Zuid";"Amsterdam                               ";"Buurt     ";"BU03630306          ";"     5.1";"    19.0"
"18 tot 65 jaar";"Waarde";"2016";"Nieuwmarkt/Lastage";"Amsterdam                               ";"Wijk      ";"WK036304            ";"     7.0";"    24.6"
"18 tot 65 jaar";"Waarde";"2016";"Oosterdokseiland";"Amsterdam                               ";"Buurt     ";"BU03630400          ";"     6.2";"    21.5"
"18 tot 65 jaar";"Waarde";"2016";"Scheepvaarthuisbuurt";"Amsterdam                               ";"Buurt     ";"BU03630401          ";"     5.4";"    20.7"
"18 tot 65 jaar";"Waarde";"2016";"Rapenburg";"Amsterdam                               ";"Buurt     ";"BU03630402          ";"     6.4";"    23.7"
"18 tot 65 jaar";"Waarde";"2016";"Lastage";"Amsterdam                               ";"Buurt     ";"BU03630403          ";"     6.6";"    24.4"
"18 tot 65 jaar";"Waarde";"2016";"Nieuwmarkt";"Amsterdam                               ";"Buurt     ";"BU03630404          ";"     9.0";"    30.5"
"18 tot 65 jaar";"Waarde";"2016";"Uilenburg";"Amsterdam                               ";"Buurt     ";"BU03630405          ";"     7.0";"    23.7"
"18 tot 65 jaar";"Waarde";"2016";"Valkenburg";"Amsterdam                               ";"Buurt     ";"BU03630406          ";"     6.2";"    21.1"
"18 tot 65 jaar";"Waarde";"2016";"Zuiderkerkbuurt";"Amsterdam                               ";"Buurt     ";"BU03630407          ";"     7.2";"    25.7"
"18 tot 65 jaar";"Waarde";"2016";"Waterloopleinbuurt";"Amsterdam                               ";"Buurt     ";"BU03630408          ";"     7.6";"    24.7"
"18 tot 65 jaar";"Waarde";"2016";"Haarlemmerbuurt";"Amsterdam                               ";"Wijk      ";"WK036305            ";"     7.6";"    25.1"
"18 tot 65 jaar";"Waarde";"2016";"Westerdokseiland";"Amsterdam                               ";"Buurt     ";"BU03630500          ";"     6.3";"    20.0"
"18 tot 65 jaar";"Waarde";"2016";"Haarlemmerbuurt Oost";"Amsterdam                               ";"Buurt     ";"BU03630501          ";"     7.1";"    23.6"
"18 tot 65 jaar";"Waarde";"2016";"Haarlemmerbuurt West";"Amsterdam                               ";"Buurt     ";"BU03630502          ";"     8.1";"    27.3"
"18 tot 65 jaar";"Waarde";"2016";"Westelijke eilanden";"Amsterdam                               ";"Buurt     ";"BU03630503          ";"     7.6";"    25.6"
"18 tot 65 jaar";"Waarde";"2016";"Planciusbuurt Noord";"Amsterdam                               ";"Buurt     ";"BU03630505          ";"     9.1";"    30.1"
"18 tot 65 jaar";"Waarde";"2016";"Planciusbuurt Zuid";"Amsterdam                               ";"Buurt     ";"BU03630506          ";"    13.2";"    38.4"
"18 tot 65 jaar";"Waarde";"2016";"Jordaan";"Amsterdam                               ";"Wijk      ";"WK036306            ";"     7.7";"    26.0"
"18 tot 65 jaar";"Waarde";"2016";"Driehoekbuurt";"Amsterdam                               ";"Buurt     ";"BU03630600          ";"     8.1";"    27.1"
"18 tot 65 jaar";"Waarde";"2016";"Bloemgrachtbuurt";"Amsterdam                               ";"Buurt     ";"BU03630602          ";"     6.8";"    23.5"
"18 tot 65 jaar";"Waarde";"2016";"Marnixbuurt Noord";"Amsterdam                               ";"Buurt     ";"BU03630603          ";"     9.6";"    30.5"
"18 tot 65 jaar";"Waarde";"2016";"Zaagpoortbuurt";"Amsterdam                               ";"Buurt     ";"BU03630604          ";"     9.4";"    32.3"
"18 tot 65 jaar";"Waarde";"2016";"Marnixbuurt Midden";"Amsterdam                               ";"Buurt     ";"BU03630605          ";"     5.9";"    23.1"
"18 tot 65 jaar";"Waarde";"2016";"Elandsgrachtbuurt";"Amsterdam                               ";"Buurt     ";"BU03630606          ";"     7.5";"    25.1"
"18 tot 65 jaar";"Waarde";"2016";"Passeerdersgrachtbuurt";"Amsterdam                               ";"Buurt     ";"BU03630607          ";"     7.3";"    23.7"
"18 tot 65 jaar";"Waarde";"2016";"Groenmarktkadebuurt";"Amsterdam                               ";"Buurt     ";"BU03630608          ";"     5.9";"    21.5"
"18 tot 65 jaar";"Waarde";"2016";"Marnixbuurt Zuid";"Amsterdam                               ";"Buurt     ";"BU03630609          ";"     8.2";"    28.4"
"18 tot 65 jaar";"Waarde";"2016";"Anjeliersbuurt Noord";"Amsterdam                               ";"Buurt     ";"BU03630610          ";"     6.8";"    23.2"
"18 tot 65 jaar";"Waarde";"2016";"Anjeliersbuurt Zuid";"Amsterdam                               ";"Buurt     ";"BU03630611          ";"     8.1";"    26.6"
"18 tot 65 jaar";"Waarde";"2016";"De Weteringschans";"Amsterdam                               ";"Wijk      ";"WK036307            ";"     5.9";"    20.7"
"18 tot 65 jaar";"Waarde";"2016";"Leidsebuurt Noordwest";"Amsterdam                               ";"Buurt     ";"BU03630700          ";"     6.1";"    22.4"
"18 tot 65 jaar";"Waarde";"2016";"Leidsebuurt Zuidwest";"Amsterdam                               ";"Buurt     ";"BU03630701          ";"     6.8";"    26.2"
"18 tot 65 jaar";"Waarde";"2016";"Leidsebuurt Noordoost";"Amsterdam                               ";"Buurt     ";"BU03630702          ";"     6.3";"    23.2"
"18 tot 65 jaar";"Waarde";"2016";"Leidsebuurt Zuidoost";"Amsterdam                               ";"Buurt     ";"BU03630703          ";"     6.0";"    21.0"
"18 tot 65 jaar";"Waarde";"2016";"Weteringbuurt";"Amsterdam                               ";"Buurt     ";"BU03630704          ";"     5.9";"    20.9"
"18 tot 65 jaar";"Waarde";"2016";"Den Texbuurt";"Amsterdam                               ";"Buurt     ";"BU03630705          ";"     5.6";"    18.8"
"18 tot 65 jaar";"Waarde";"2016";"Utrechtsebuurt Zuid";"Amsterdam                               ";"Buurt     ";"BU03630706          ";"     5.9";"    19.9"
"18 tot 65 jaar";"Waarde";"2016";"Frederikspleinbuurt";"Amsterdam                               ";"Buurt     ";"BU03630707          ";"     5.8";"    18.5"
"18 tot 65 jaar";"Waarde";"2016";"Weesperbuurt/Plantage";"Amsterdam                               ";"Wijk      ";"WK036308            ";"     6.6";"    22.8"
"18 tot 65 jaar";"Waarde";"2016";"Weesperbuurt";"Amsterdam                               ";"Buurt     ";"BU03630800          ";"     7.0";"    23.8"
"18 tot 65 jaar";"Waarde";"2016";"Sarphatistrook";"Amsterdam                               ";"Buurt     ";"BU03630801          ";"     7.1";"    24.5"
"18 tot 65 jaar";"Waarde";"2016";"de Plantage";"Amsterdam                               ";"Buurt     ";"BU03630803          ";"     5.7";"    19.6"
"18 tot 65 jaar";"Waarde";"2016";"Alexanderplein e.o.";"Amsterdam                               ";"Buurt     ";"BU03630804          ";"     5.5";"    20.4"
"18 tot 65 jaar";"Waarde";"2016";"Oostelijke Eilanden/Kadijken";"Amsterdam                               ";"Wijk      ";"WK036309            ";"     8.7";"    27.8"
"18 tot 65 jaar";"Waarde";"2016";"Marine-Etablissement";"Amsterdam                               ";"Buurt     ";"BU03630900          ";"     4.6";"    16.3"
"18 tot 65 jaar";"Waarde";"2016";"Kattenburg";"Amsterdam                               ";"Buurt     ";"BU03630901          ";"     9.1";"    31.7"
"18 tot 65 jaar";"Waarde";"2016";"Wittenburg";"Amsterdam                               ";"Buurt     ";"BU03630902          ";"     9.4";"    30.1"
"18 tot 65 jaar";"Waarde";"2016";"Oostenburg";"Amsterdam                               ";"Buurt     ";"BU03630903          ";"    10.7";"    32.2"
"18 tot 65 jaar";"Waarde";"2016";"Czaar Peterbuurt";"Amsterdam                               ";"Buurt     ";"BU03630904          ";"     9.9";"    30.5"
"18 tot 65 jaar";"Waarde";"2016";"Het Funen";"Amsterdam                               ";"Buurt     ";"BU03630905          ";"     5.3";"    17.4"
"18 tot 65 jaar";"Waarde";"2016";"Kazernebuurt";"Amsterdam                               ";"Buurt     ";"BU03630907          ";"     9.0";"    29.4"
"18 tot 65 jaar";"Waarde";"2016";"Kadijken";"Amsterdam                               ";"Buurt     ";"BU03630908          ";"     7.2";"    23.4"
"18 tot 65 jaar";"Waarde";"2016";"Westelijk Havengebied";"Amsterdam                               ";"Wijk      ";"WK036310            ";"     9.5";"    34.8"
"18 tot 65 jaar";"Waarde";"2016";"Coenhaven/Mercuriushaven";"Amsterdam                               ";"Buurt     ";"BU03631000          ";"     5.6";"    22.9"
"18 tot 65 jaar";"Waarde";"2016";"Alfa-driehoek";"Amsterdam                               ";"Buurt     ";"BU03631001          ";"     5.7";"    26.7"
"18 tot 65 jaar";"Waarde";"2016";"Petroleumhaven";"Amsterdam                               ";"Buurt     ";"BU03631002          ";"       .";"       ."
"18 tot 65 jaar";"Waarde";"2016";"Westhaven Noord";"Amsterdam                               ";"Buurt     ";"BU03631003          ";"    10.0";"    26.1"
"18 tot 65 jaar";"Waarde";"2016";"Vervoerscentrum";"Amsterdam                               ";"Buurt     ";"BU03631004          ";"       .";"       ."
"18 tot 65 jaar";"Waarde";"2016";"Amerikahaven";"Amsterdam                               ";"Buurt     ";"BU03631005          ";"    11.0";"    40.5"
"18 tot 65 jaar";"Waarde";"2016";"Afrikahaven";"Amsterdam                               ";"Buurt     ";"BU03631006          ";"       .";"       ."
"18 tot 65 jaar";"Waarde";"2016";"Westhaven Zuid";"Amsterdam                               ";"Buurt     ";"BU03631007          ";"    11.8";"    36.8"
"18 tot 65 jaar";"Waarde";"2016";"Bedrijventerrein Sloterdijk";"Amsterdam                               ";"Wijk      ";"WK036311            ";"     8.3";"    29.2"
"18 tot 65 jaar";"Waarde";"2016";"Sloterdijk II";"Amsterdam                               ";"Buurt     ";"BU03631100          ";"     6.9";"    29.2"
"18 tot 65 jaar";"Waarde";"2016";"Sloterdijk III Oost";"Amsterdam                               ";"Buurt     ";"BU03631102          ";"       .";"       ."
"18 tot 65 jaar";"Waarde";"2016";"Sloterdijk III West";"Amsterdam                               ";"Buurt     ";"BU03631103          ";"     9.9";"    30.6"
"18 tot 65 jaar";"Waarde";"2016";"De Heining";"Amsterdam                               ";"Buurt     ";"BU03631104          ";"     5.9";"    25.5"
"18 tot 65 jaar";"Waarde";"2016";"Teleport";"Amsterdam                               ";"Buurt     ";"BU03631105          ";"     7.1";"    26.1"
"18 tot 65 jaar";"Waarde";"2016";"Bretten Oost";"Amsterdam                               ";"Buurt     ";"BU03631107          ";"       .";"       ."
"18 tot 65 jaar";"Waarde";"2016";"Bretten West";"Amsterdam                               ";"Buurt     ";"BU03631109          ";"       .";"       ."
"18 tot 65 jaar";"Waarde";"2016";"Houthavens";"Amsterdam                               ";"Wijk      ";"WK036312            ";"     5.6";"    18.0"
"18 tot 65 jaar";"Waarde";"2016";"Houthavens West";"Amsterdam                               ";"Buurt     ";"BU03631200          ";"     4.5";"    15.9"
"18 tot 65 jaar";"Waarde";"2016";"Houthavens Oost";"Amsterdam                               ";"Buurt     ";"BU03631201          ";"     6.2";"    19.2"
"18 tot 65 jaar";"Waarde";"2016";"Spaarndammer- en Zeeheldenbuurt";"Amsterdam                               ";"Wijk      ";"WK036313            ";"    10.6";"    32.6"
"18 tot 65 jaar";"Waarde";"2016";"Zeeheldenbuurt";"Amsterdam                               ";"Buurt     ";"BU03631300          ";"     9.5";"    29.8"
"18 tot 65 jaar";"Waarde";"2016";"Spaarndammerbuurt Noordoost";"Amsterdam                               ";"Buurt     ";"BU03631301          ";"    12.3";"    36.0"
"18 tot 65 jaar";"Waarde";"2016";"Spaarndammerbuurt Zuidoost";"Amsterdam                               ";"Buurt     ";"BU03631302          ";"    10.2";"    31.1"
"18 tot 65 jaar";"Waarde";"2016";"Spaarndammerbuurt Zuidwest";"Amsterdam                               ";"Buurt     ";"BU03631303          ";"     8.8";"    29.1"
"18 tot 65 jaar";"Waarde";"2016";"Spaarndammerbuurt Midden";"Amsterdam                               ";"Buurt     ";"BU03631304          ";"    10.3";"    33.0"
"18 tot 65 jaar";"Waarde";"2016";"Spaarndammerbuurt Noordwest";"Amsterdam                               ";"Buurt     ";"BU03631305          ";"    11.0";"    33.6"
"18 tot 65 jaar";"Waarde";"2016";"Westergasfabriek";"Amsterdam                               ";"Buurt     ";"BU03631306          ";"       .";"       ."
"18 tot 65 jaar";"Waarde";"2016";"Overbraker Binnenpolder";"Amsterdam                               ";"Buurt     ";"BU03631307          ";"    13.1";"    43.7"
"18 tot 65 jaar";"Waarde";"2016";"Staatsliedenbuurt";"Amsterdam                               ";"Wijk      ";"WK036314            ";"     8.8";"    27.8"
"18 tot 65 jaar";"Waarde";"2016";"De Wittenbuurt Noord";"Amsterdam                               ";"Buurt     ";"BU03631400          ";"     8.7";"    27.2"
"18 tot 65 jaar";"Waarde";"2016";"De Wittenbuurt Zuid";"Amsterdam                               ";"Buurt     ";"BU03631401          ";"    10.8";"    32.8"
"18 tot 65 jaar";"Waarde";"2016";"Staatsliedenbuurt Noordoost";"Amsterdam                               ";"Buurt     ";"BU03631402          ";"    10.9";"    32.7"
"18 tot 65 jaar";"Waarde";"2016";"Fannius Scholtenbuurt";"Amsterdam                               ";"Buurt     ";"BU03631403          ";"     9.3";"    29.7"
"18 tot 65 jaar";"Waarde";"2016";"Westerstaatsman";"Amsterdam                               ";"Buurt     ";"BU03631404          ";"     8.6";"    27.6"
"18 tot 65 jaar";"Waarde";"2016";"Buyskade e.o.";"Amsterdam                               ";"Buurt     ";"BU03631405          ";"     7.2";"    22.9"
"18 tot 65 jaar";"Waarde";"2016";"Centrale Markt";"Amsterdam                               ";"Wijk      ";"WK036315            ";"     7.9";"    24.1"
"18 tot 65 jaar";"Waarde";"2016";"Ecowijk";"Amsterdam                               ";"Buurt     ";"BU03631500          ";"     7.2";"    21.3"
"18 tot 65 jaar";"Waarde";"2016";"Markthallen";"Amsterdam                               ";"Buurt     ";"BU03631501          ";"     4.5";"    15.2"
"18 tot 65 jaar";"Waarde";"2016";"Bedrijvencentrum Westerkwartier";"Amsterdam                               ";"Buurt     ";"BU03631502          ";"     4.2";"    17.6"
"18 tot 65 jaar";"Waarde";"2016";"Marcanti";"Amsterdam                               ";"Buurt     ";"BU03631503          ";"     9.1";"    28.5"
"18 tot 65 jaar";"Waarde";"2016";"Frederik Hendrikbuurt";"Amsterdam                               ";"Wijk      ";"WK036316            ";"     8.3";"    26.2"
"18 tot 65 jaar";"Waarde";"2016";"Frederik Hendrikbuurt Noord";"Amsterdam                               ";"Buurt     ";"BU03631600          ";"     8.2";"    26.6"
"18 tot 65 jaar";"Waarde";"2016";"Frederik Hendrikbuurt Zuidoost";"Amsterdam                               ";"Buurt     ";"BU03631601          ";"     8.7";"    26.8"
"18 tot 65 jaar";"Waarde";"2016";"Frederik Hendrikbuurt Zuidwest";"Amsterdam                               ";"Buurt     ";"BU03631602          ";"     7.8";"    23.4"
"18 tot 65 jaar";"Waarde";"2016";"Da Costabuurt";"Amsterdam                               ";"Wijk      ";"WK036317            ";"     7.0";"    23.3"
"18 tot 65 jaar";"Waarde";"2016";"Da Costabuurt Noord";"Amsterdam                               ";"Buurt     ";"BU03631700          ";"     7.0";"    23.3"
"18 tot 65 jaar";"Waarde";"2016";"Kinkerbuurt";"Amsterdam                               ";"Wijk      ";"WK036318            ";"     8.3";"    27.6"
"18 tot 65 jaar";"Waarde";"2016";"Bellamybuurt Noord";"Amsterdam                               ";"Buurt     ";"BU03631800          ";"     8.5";"    28.3"
"18 tot 65 jaar";"Waarde";"2016";"Bellamybuurt Zuid";"Amsterdam                               ";"Buurt     ";"BU03631801          ";"     8.2";"    27.2"
"18 tot 65 jaar";"Waarde";"2016";"Van Lennepbuurt";"Amsterdam                               ";"Wijk      ";"WK036319            ";"    10.3";"    31.7"
"18 tot 65 jaar";"Waarde";"2016";"Da Costabuurt Zuid";"Amsterdam                               ";"Buurt     ";"BU03631900          ";"     7.6";"    26.1"
"18 tot 65 jaar";"Waarde";"2016";"Borgerbuurt";"Amsterdam                               ";"Buurt     ";"BU03631901          ";"    13.1";"    37.5"
"18 tot 65 jaar";"Waarde";"2016";"Lootsbuurt";"Amsterdam                               ";"Buurt     ";"BU03631902          ";"    10.1";"    31.2"
"18 tot 65 jaar";"Waarde";"2016";"Helmersbuurt";"Amsterdam                               ";"Wijk      ";"WK036320            ";"     6.4";"    21.8"
"18 tot 65 jaar";"Waarde";"2016";"Helmersbuurt Oost";"Amsterdam                               ";"Buurt     ";"BU03632000          ";"     5.3";"    19.3"
"18 tot 65 jaar";"Waarde";"2016";"WG-terrein";"Amsterdam                               ";"Buurt     ";"BU03632001          ";"     7.7";"    25.1"
"18 tot 65 jaar";"Waarde";"2016";"Cremerbuurt Oost";"Amsterdam                               ";"Buurt     ";"BU03632002          ";"     6.5";"    21.4"
"18 tot 65 jaar";"Waarde";"2016";"Overtoomse Sluis";"Amsterdam                               ";"Wijk      ";"WK036321            ";"     6.3";"    21.6"
"18 tot 65 jaar";"Waarde";"2016";"Cremerbuurt West";"Amsterdam                               ";"Buurt     ";"BU03632100          ";"     6.6";"    22.6"
"18 tot 65 jaar";"Waarde";"2016";"Vondelparkbuurt West";"Amsterdam                               ";"Buurt     ";"BU03632101          ";"     5.5";"    18.4"
"18 tot 65 jaar";"Waarde";"2016";"Vondelbuurt";"Amsterdam                               ";"Wijk      ";"WK036322            ";"     6.1";"    20.3"
"18 tot 65 jaar";"Waarde";"2016";"Vondelparkbuurt Oost";"Amsterdam                               ";"Buurt     ";"BU03632200          ";"     5.5";"    19.1"
"18 tot 65 jaar";"Waarde";"2016";"Vondelparkbuurt Midden";"Amsterdam                               ";"Buurt     ";"BU03632201          ";"     6.8";"    21.5"
"18 tot 65 jaar";"Waarde";"2016";"Zuidas";"Amsterdam                               ";"Wijk      ";"WK036323            ";"     7.3";"    26.9"
"18 tot 65 jaar";"Waarde";"2016";"Zuidas Noord";"Amsterdam                               ";"Buurt     ";"BU03632300          ";"     6.6";"    24.1"
"18 tot 65 jaar";"Waarde";"2016";"RAI";"Amsterdam                               ";"Buurt     ";"BU03632301          ";"       .";"       ."
"18 tot 65 jaar";"Waarde";"2016";"VU-kwartier";"Amsterdam                               ";"Buurt     ";"BU03632302          ";"     6.1";"    21.4"
"18 tot 65 jaar";"Waarde";"2016";"Zuidas Zuid";"Amsterdam                               ";"Buurt     ";"BU03632303          ";"     5.4";"    18.0"
"18 tot 65 jaar";"Waarde";"2016";"Vivaldi";"Amsterdam                               ";"Buurt     ";"BU03632304          ";"     9.5";"    36.9"
"18 tot 65 jaar";"Waarde";"2016";"Oude Pijp";"Amsterdam                               ";"Wijk      ";"WK036324            ";"     7.7";"    25.9"
"18 tot 65 jaar";"Waarde";"2016";"Hemonybuurt";"Amsterdam                               ";"Buurt     ";"BU03632400          ";"     6.9";"    22.5"
"18 tot 65 jaar";"Waarde";"2016";"Gerard Doubuurt";"Amsterdam                               ";"Buurt     ";"BU03632401          ";"     8.5";"    27.2"
"18 tot 65 jaar";"Waarde";"2016";"Frans Halsbuurt";"Amsterdam                               ";"Buurt     ";"BU03632402          ";"     7.3";"    24.7"
"18 tot 65 jaar";"Waarde";"2016";"Hercules Seghersbuurt";"Amsterdam                               ";"Buurt     ";"BU03632403          ";"     8.8";"    28.9"
"18 tot 65 jaar";"Waarde";"2016";"Sarphatiparkbuurt";"Amsterdam                               ";"Buurt     ";"BU03632404          ";"     7.5";"    26.0"
"18 tot 65 jaar";"Waarde";"2016";"Nieuwe Pijp";"Amsterdam                               ";"Wijk      ";"WK036325            ";"     8.2";"    26.1"
"18 tot 65 jaar";"Waarde";"2016";"Willibrordusbuurt";"Amsterdam                               ";"Buurt     ";"BU03632500          ";"     9.0";"    28.1"
"18 tot 65 jaar";"Waarde";"2016";"Van der Helstpleinbuurt";"Amsterdam                               ";"Buurt     ";"BU03632501          ";"     8.2";"    25.8"
"18 tot 65 jaar";"Waarde";"2016";"Lizzy Ansinghbuurt";"Amsterdam                               ";"Buurt     ";"BU03632502          ";"     8.8";"    28.3"
"18 tot 65 jaar";"Waarde";"2016";"Cornelis Troostbuurt";"Amsterdam                               ";"Buurt     ";"BU03632503          ";"     7.3";"    23.8"
"18 tot 65 jaar";"Waarde";"2016";"Zuid Pijp";"Amsterdam                               ";"Wijk      ";"WK036326            ";"    11.4";"    33.8"
"18 tot 65 jaar";"Waarde";"2016";"Diamantbuurt";"Amsterdam                               ";"Buurt     ";"BU03632600          ";"    11.6";"    34.8"
"18 tot 65 jaar";"Waarde";"2016";"Burgemeester Tellegenbuurt Oost";"Amsterdam                               ";"Buurt     ";"BU03632601          ";"    10.9";"    32.6"
"18 tot 65 jaar";"Waarde";"2016";"Burgemeester Tellegenbuurt West";"Amsterdam                               ";"Buurt     ";"BU03632602          ";"    11.7";"    34.2"
"18 tot 65 jaar";"Waarde";"2016";"Weesperzijde";"Amsterdam                               ";"Wijk      ";"WK036327            ";"     6.7";"    22.4"
"18 tot 65 jaar";"Waarde";"2016";"Swammerdambuurt";"Amsterdam                               ";"Buurt     ";"BU03632700          ";"     5.7";"    18.7"
"18 tot 65 jaar";"Waarde";"2016";"Weesperzijde Midden/Zuid";"Amsterdam                               ";"Buurt     ";"BU03632701          ";"     7.0";"    23.0"
"18 tot 65 jaar";"Waarde";"2016";"Parooldriehoek";"Amsterdam                               ";"Buurt     ";"BU03632702          ";"     8.1";"    33.8"
"18 tot 65 jaar";"Waarde";"2016";"Oosterparkbuurt";"Amsterdam                               ";"Wijk      ";"WK036328            ";"    10.1";"    31.0"
"18 tot 65 jaar";"Waarde";"2016";"Oosterparkbuurt Noordwest";"Amsterdam                               ";"Buurt     ";"BU03632800          ";"     9.8";"    31.3"
"18 tot 65 jaar";"Waarde";"2016";"Oosterpark";"Amsterdam                               ";"Buurt     ";"BU03632801          ";"    12.1";"    41.3"
"18 tot 65 jaar";"Waarde";"2016";"Oosterparkbuurt Zuidoost";"Amsterdam                               ";"Buurt     ";"BU03632802          ";"     8.6";"    26.7"
"18 tot 65 jaar";"Waarde";"2016";"Oosterparkbuurt Zuidwest";"Amsterdam                               ";"Buurt     ";"BU03632803          ";"    12.0";"    35.1"
"18 tot 65 jaar";"Waarde";"2016";"Dapperbuurt";"Amsterdam                               ";"Wijk      ";"WK036329            ";"    10.6";"    32.1"
"18 tot 65 jaar";"Waarde";"2016";"Dapperbuurt Noord";"Amsterdam                               ";"Buurt     ";"BU03632900          ";"    10.9";"    33.1"
"18 tot 65 jaar";"Waarde";"2016";"Dapperbuurt Zuid";"Amsterdam                               ";"Buurt     ";"BU03632901          ";"    10.9";"    32.7"
"18 tot 65 jaar";"Waarde";"2016";"Oostpoort";"Amsterdam                               ";"Buurt     ";"BU03632902          ";"     9.1";"    27.4"
"18 tot 65 jaar";"Waarde";"2016";"Transvaalbuurt";"Amsterdam                               ";"Wijk      ";"WK036330            ";"    11.7";"    34.7"
"18 tot 65 jaar";"Waarde";"2016";"Transvaalbuurt West";"Amsterdam                               ";"Buurt     ";"BU03633000          ";"    11.9";"    34.3"
"18 tot 65 jaar";"Waarde";"2016";"Transvaalbuurt Oost";"Amsterdam                               ";"Buurt     ";"BU03633001          ";"    11.6";"    34.9"
"18 tot 65 jaar";"Waarde";"2016";"Indische Buurt West";"Amsterdam                               ";"Wijk      ";"WK036331            ";"    10.9";"    33.9"
