"Leeftijd";"Marges";"Perioden";"Wijken en buurten";"Regioaanduiding/Gemeentenaam (naam)";"Regioaanduiding/Soort regio (omschrijving)";"Regioaanduiding/Codering (code)";"Hoog risico op angst of depressie (%)";"Moeite met rondkomen (%)"
"18 tot 65 jaar";"Waarde";"2020";"Westerdokseiland";"Amsterdam                               ";"Buurt     ";"BU03630500          ";"     7.2";"    19.4"
"18 tot 65 jaar";"Waarde";"2020";"Haarlemmerbuurt Oost";"Amsterdam                               ";"Buurt     ";"BU03630501          ";"     7.8";"    22.7"
"18 tot 65 jaar";"Waarde";"2020";"Haarlemmerbuurt West";"Amsterdam                               ";"Buurt     ";"BU03630502          ";"     8.8";"    25.7"
"18 tot 65 jaar";"Waarde";"2020";"Westelijke eilanden";"Amsterdam                               ";"Buurt     ";"BU03630503          ";"     8.2";"    24.0"
"18 tot 65 jaar";"Waarde";"2020";"Planciusbuurt Noord";"Amsterdam                               ";"Buurt     ";"BU03630505          ";"     9.5";"    27.9"
"18 tot 65 jaar";"Waarde";"2020";"Planciusbuurt Zuid";"Amsterdam                               ";"Buurt     ";"BU03630506          ";"    12.3";"    34.0"
"18 tot 65 jaar";"Waarde";"2020";"Jordaan";"Amsterdam                               ";"Wijk      ";"WK036306            ";"     8.6";"    24.6"
"18 tot 65 jaar";"Waarde";"2020";"Driehoekbuurt";"Amsterdam                               ";"Buurt     ";"BU03630600          ";"     9.0";"    25.6"
"18 tot 65 jaar";"Waarde";"2020";"Bloemgrachtbuurt";"Amsterdam                               ";"Buurt     ";"BU03630602          ";"     7.6";"    21.3"
"18 tot 65 jaar";"Waarde";"2020";"Marnixbuurt Noord";"Amsterdam                               ";"Buurt     ";"BU03630603          ";"    10.0";"    28.2"
"18 tot 65 jaar";"Waarde";"2020";"Zaagpoortbuurt";"Amsterdam                               ";"Buurt     ";"BU03630604          ";"    11.3";"    31.5"
"18 tot 65 jaar";"Waarde";"2020";"Marnixbuurt Midden";"Amsterdam                               ";"Buurt     ";"BU03630605          ";"     7.1";"    20.4"
"18 tot 65 jaar";"Waarde";"2020";"Elandsgrachtbuurt";"Amsterdam                               ";"Buurt     ";"BU03630606          ";"     8.2";"    23.3"
"18 tot 65 jaar";"Waarde";"2020";"Passeerdersgrachtbuurt";"Amsterdam                               ";"Buurt     ";"BU03630607          ";"     8.6";"    23.9"
"18 tot 65 jaar";"Waarde";"2020";"Groenmarktkadebuurt";"Amsterdam                               ";"Buurt     ";"BU03630608          ";"     7.9";"    22.5"
"18 tot 65 jaar";"Waarde";"2020";"Marnixbuurt Zuid";"Amsterdam                               ";"Buurt     ";"BU03630609          ";"    10.6";"    27.3"
"18 tot 65 jaar";"Waarde";"2020";"Anjeliersbuurt Noord";"Amsterdam                               ";"Buurt     ";"BU03630610          ";"     7.9";"    23.8"
"18 tot 65 jaar";"Waarde";"2020";"Anjeliersbuurt Zuid";"Amsterdam                               ";"Buurt     ";"BU03630611          ";"     8.3";"    24.9"
"18 tot 65 jaar";"Waarde";"2020";"De Weteringschans";"Amsterdam                               ";"Wijk      ";"WK036307            ";"     7.1";"    19.5"
"18 tot 65 jaar";"Waarde";"2020";"Leidsebuurt Noordwest";"Amsterdam                               ";"Buurt     ";"BU03630700          ";"     8.1";"    22.4"
"18 tot 65 jaar";"Waarde";"2020";"Leidsebuurt Zuidwest";"Amsterdam                               ";"Buurt     ";"BU03630701          ";"     8.4";"    23.6"
"18 tot 65 jaar";"Waarde";"2020";"Leidsebuurt Noordoost";"Amsterdam                               ";"Buurt     ";"BU03630702          ";"     8.0";"    22.7"
"18 tot 65 jaar";"Waarde";"2020";"Leidsebuurt Zuidoost";"Amsterdam                               ";"Buurt     ";"BU03630703          ";"     7.9";"    21.4"
"18 tot 65 jaar";"Waarde";"2020";"Weteringbuurt";"Amsterdam                               ";"Buurt     ";"BU03630704          ";"     7.0";"    19.2"
"18 tot 65 jaar";"Waarde";"2020";"Den Texbuurt";"Amsterdam                               ";"Buurt     ";"BU03630705          ";"     6.2";"    17.2"
"18 tot 65 jaar";"Waarde";"2020";"Utrechtsebuurt Zuid";"Amsterdam                               ";"Buurt     ";"BU03630706          ";"     6.7";"    18.8"
"18 tot 65 jaar";"Waarde";"2020";"Frederikspleinbuurt";"Amsterdam                               ";"Buurt     ";"BU03630707          ";"     6.5";"    17.4"
"18 tot 65 jaar";"Waarde";"2020";"Weesperbuurt/Plantage";"Amsterdam                               ";"Wijk      ";"WK036308            ";"     7.7";"    21.3"
"18 tot 65 jaar";"Waarde";"2020";"Weesperbuurt";"Amsterdam                               ";"Buurt     ";"BU03630800          ";"     7.9";"    21.9"
"18 tot 65 jaar";"Waarde";"2020";"Sarphatistrook";"Amsterdam                               ";"Buurt     ";"BU03630801          ";"     8.2";"    22.8"
"18 tot 65 jaar";"Waarde";"2020";"de Plantage";"Amsterdam                               ";"Buurt     ";"BU03630803          ";"     6.8";"    18.5"
"18 tot 65 jaar";"Waarde";"2020";"Alexanderplein e.o.";"Amsterdam                               ";"Buurt     ";"BU03630804          ";"     6.9";"    20.1"
"18 tot 65 jaar";"Waarde";"2020";"Oostelijke Eilanden/Kadijken";"Amsterdam                               ";"Wijk      ";"WK036309            ";"     9.5";"    25.8"
"18 tot 65 jaar";"Waarde";"2020";"Marine-Etablissement";"Amsterdam                               ";"Buurt     ";"BU03630900          ";"     5.0";"    16.6"
"18 tot 65 jaar";"Waarde";"2020";"Kattenburg";"Amsterdam                               ";"Buurt     ";"BU03630901          ";"    10.4";"    28.3"
"18 tot 65 jaar";"Waarde";"2020";"Wittenburg";"Amsterdam                               ";"Buurt     ";"BU03630902          ";"    10.1";"    27.8"
"18 tot 65 jaar";"Waarde";"2020";"Oostenburg";"Amsterdam                               ";"Buurt     ";"BU03630903          ";"    10.3";"    27.0"
"18 tot 65 jaar";"Waarde";"2020";"Czaar Peterbuurt";"Amsterdam                               ";"Buurt     ";"BU03630904          ";"    10.7";"    28.4"
"18 tot 65 jaar";"Waarde";"2020";"Het Funen";"Amsterdam                               ";"Buurt     ";"BU03630905          ";"     6.6";"    17.9"
"18 tot 65 jaar";"Waarde";"2020";"Kazernebuurt";"Amsterdam                               ";"Buurt     ";"BU03630907          ";"     9.8";"    27.0"
"18 tot 65 jaar";"Waarde";"2020";"Kadijken";"Amsterdam                               ";"Buurt     ";"BU03630908          ";"     8.1";"    23.0"
"18 tot 65 jaar";"Waarde";"2020";"Westelijk Havengebied";"Amsterdam                               ";"Wijk      ";"WK036310            ";"     9.6";"    24.9"
"18 tot 65 jaar";"Waarde";"2020";"Coenhaven/Mercuriushaven";"Amsterdam                               ";"Buurt     ";"BU03631000          ";"     9.6";"    20.3"
"18 tot 65 jaar";"Waarde";"2020";"Alfa-driehoek";"Amsterdam                               ";"Buurt     ";"BU03631001          ";"       .";"       ."
"18 tot 65 jaar";"Waarde";"2020";"Petroleumhaven";"Amsterdam                               ";"Buurt     ";"BU03631002          ";"       .";"       ."
"18 tot 65 jaar";"Waarde";"2020";"Westhaven Noord";"Amsterdam                               ";"Buurt     ";"BU03631003          ";"     8.3";"    25.6"
"18 tot 65 jaar";"Waarde";"2020";"Vervoerscentrum";"Amsterdam                               ";"Buurt     ";"BU03631004          ";"       .";"       ."
"18 tot 65 jaar";"Waarde";"2020";"Amerikahaven";"Amsterdam                               ";"Buurt     ";"BU03631005          ";"       .";"       ."
"18 tot 65 jaar";"Waarde";"2020";"Afrikahaven";"Amsterdam                               ";"Buurt     ";"BU03631006          ";"       .";"       ."
"18 tot 65 jaar";"Waarde";"2020";"Westhaven Zuid";"Amsterdam                               ";"Buurt     ";"BU03631007          ";"       .";"       ."
"18 tot 65 jaar";"Waarde";"2020";"Bedrijventerrein Sloterdijk";"Amsterdam                               ";"Wijk      ";"WK036311            ";"    14.0";"    31.4"
"18 tot 65 jaar";"Waarde";"2020";"Sloterdijk II";"Amsterdam                               ";"Buurt     ";"BU03631100          ";"    10.3";"    27.7"
"18 tot 65 jaar";"Waarde";"2020";"Sloterdijk III Oost";"Amsterdam                               ";"Buurt     ";"BU03631102          ";"       .";"       ."
"18 tot 65 jaar";"Waarde";"2020";"Sloterdijk III West";"Amsterdam                               ";"Buurt     ";"BU03631103          ";"    16.0";"    36.5"
"18 tot 65 jaar";"Waarde";"2020";"De Heining";"Amsterdam                               ";"Buurt     ";"BU03631104          ";"     5.6";"    25.2"
"18 tot 65 jaar";"Waarde";"2020";"Teleport";"Amsterdam                               ";"Buurt     ";"BU03631105          ";"    14.0";"    31.0"
"18 tot 65 jaar";"Waarde";"2020";"Bretten Oost";"Amsterdam                               ";"Buurt     ";"BU03631107          ";"       .";"       ."
"18 tot 65 jaar";"Waarde";"2020";"Bretten West";"Amsterdam                               ";"Buurt     ";"BU03631109          ";"       .";"       ."
"18 tot 65 jaar";"Waarde";"2020";"Houthavens";"Amsterdam                               ";"Wijk      ";"WK036312            ";"     5.5";"    13.0"
"18 tot 65 jaar";"Waarde";"2020";"Houthavens West";"Amsterdam                               ";"Buurt     ";"BU03631200          ";"     5.3";"    11.6"
"18 tot 65 jaar";"Waarde";"2020";"Houthavens Oost";"Amsterdam                               ";"Buurt     ";"BU03631201          ";"     6.6";"    19.1"
"18 tot 65 jaar";"Waarde";"2020";"Spaarndammer- en Zeeheldenbuurt";"Amsterdam                               ";"Wijk      ";"WK036313            ";"    11.0";"    28.9"
"18 tot 65 jaar";"Waarde";"2020";"Zeeheldenbuurt";"Amsterdam                               ";"Buurt     ";"BU03631300          ";"    10.2";"    26.7"
"18 tot 65 jaar";"Waarde";"2020";"Spaarndammerbuurt Noordoost";"Amsterdam                               ";"Buurt     ";"BU03631301          ";"    12.3";"    32.5"
"18 tot 65 jaar";"Waarde";"2020";"Spaarndammerbuurt Zuidoost";"Amsterdam                               ";"Buurt     ";"BU03631302          ";"    10.1";"    27.3"
"18 tot 65 jaar";"Waarde";"2020";"Spaarndammerbuurt Zuidwest";"Amsterdam                               ";"Buurt     ";"BU03631303          ";"     9.3";"    25.1"
"18 tot 65 jaar";"Waarde";"2020";"Spaarndammerbuurt Midden";"Amsterdam                               ";"Buurt     ";"BU03631304          ";"    11.1";"    29.2"
"18 tot 65 jaar";"Waarde";"2020";"Spaarndammerbuurt Noordwest";"Amsterdam                               ";"Buurt     ";"BU03631305          ";"    11.8";"    29.7"
"18 tot 65 jaar";"Waarde";"2020";"Westergasfabriek";"Amsterdam                               ";"Buurt     ";"BU03631306          ";"       .";"       ."
"18 tot 65 jaar";"Waarde";"2020";"Overbraker Binnenpolder";"Amsterdam                               ";"Buurt     ";"BU03631307          ";"       .";"       ."
"18 tot 65 jaar";"Waarde";"2020";"Staatsliedenbuurt";"Amsterdam                               ";"Wijk      ";"WK036314            ";"     9.7";"    26.1"
"18 tot 65 jaar";"Waarde";"2020";"De Wittenbuurt Noord";"Amsterdam                               ";"Buurt     ";"BU03631400          ";"     9.6";"    26.5"
"18 tot 65 jaar";"Waarde";"2020";"De Wittenbuurt Zuid";"Amsterdam                               ";"Buurt     ";"BU03631401          ";"    11.3";"    30.3"
"18 tot 65 jaar";"Waarde";"2020";"Staatsliedenbuurt Noordoost";"Amsterdam                               ";"Buurt     ";"BU03631402          ";"    11.4";"    29.9"
"18 tot 65 jaar";"Waarde";"2020";"Fannius Scholtenbuurt";"Amsterdam                               ";"Buurt     ";"BU03631403          ";"    10.1";"    27.7"
"18 tot 65 jaar";"Waarde";"2020";"Westerstaatsman";"Amsterdam                               ";"Buurt     ";"BU03631404          ";"     9.6";"    25.9"
"18 tot 65 jaar";"Waarde";"2020";"Buyskade e.o.";"Amsterdam                               ";"Buurt     ";"BU03631405          ";"     8.3";"    21.6"
"18 tot 65 jaar";"Waarde";"2020";"Centrale Markt";"Amsterdam                               ";"Wijk      ";"WK036315            ";"     8.6";"    23.3"
"18 tot 65 jaar";"Waarde";"2020";"Ecowijk";"Amsterdam                               ";"Buurt     ";"BU03631500          ";"     7.9";"    22.5"
"18 tot 65 jaar";"Waarde";"2020";"Markthallen";"Amsterdam                               ";"Buurt     ";"BU03631501          ";"       .";"       ."
"18 tot 65 jaar";"Waarde";"2020";"Bedrijvencentrum Westerkwartier";"Amsterdam                               ";"Buurt     ";"BU03631502          ";"     6.2";"    23.7"
"18 tot 65 jaar";"Waarde";"2020";"Marcanti";"Amsterdam                               ";"Buurt     ";"BU03631503          ";"     9.6";"    24.3"
"18 tot 65 jaar";"Waarde";"2020";"Frederik Hendrikbuurt";"Amsterdam                               ";"Wijk      ";"WK036316            ";"     9.3";"    24.9"
"18 tot 65 jaar";"Waarde";"2020";"Frederik Hendrikbuurt Noord";"Amsterdam                               ";"Buurt     ";"BU03631600          ";"     9.0";"    25.0"
"18 tot 65 jaar";"Waarde";"2020";"Frederik Hendrikbuurt Zuidoost";"Amsterdam                               ";"Buurt     ";"BU03631601          ";"     9.9";"    25.4"
"18 tot 65 jaar";"Waarde";"2020";"Frederik Hendrikbuurt Zuidwest";"Amsterdam                               ";"Buurt     ";"BU03631602          ";"     8.1";"    22.3"
"18 tot 65 jaar";"Waarde";"2020";"Da Costabuurt";"Amsterdam                               ";"Wijk      ";"WK036317            ";"     7.7";"    21.5"
"18 tot 65 jaar";"Waarde";"2020";"Da Costabuurt Noord";"Amsterdam                               ";"Buurt     ";"BU03631700          ";"     7.7";"    21.5"
"18 tot 65 jaar";"Waarde";"2020";"Kinkerbuurt";"Amsterdam                               ";"Wijk      ";"WK036318            ";"     9.0";"    24.2"
"18 tot 65 jaar";"Waarde";"2020";"Bellamybuurt Noord";"Amsterdam                               ";"Buurt     ";"BU03631800          ";"     9.2";"    25.2"
"18 tot 65 jaar";"Waarde";"2020";"Bellamybuurt Zuid";"Amsterdam                               ";"Buurt     ";"BU03631801          ";"     8.9";"    23.6"
"18 tot 65 jaar";"Waarde";"2020";"Van Lennepbuurt";"Amsterdam                               ";"Wijk      ";"WK036319            ";"    11.0";"    28.2"
"18 tot 65 jaar";"Waarde";"2020";"Da Costabuurt Zuid";"Amsterdam                               ";"Buurt     ";"BU03631900          ";"     9.0";"    24.3"
"18 tot 65 jaar";"Waarde";"2020";"Borgerbuurt";"Amsterdam                               ";"Buurt     ";"BU03631901          ";"    13.2";"    32.3"
"18 tot 65 jaar";"Waarde";"2020";"Lootsbuurt";"Amsterdam                               ";"Buurt     ";"BU03631902          ";"    10.8";"    28.0"
"18 tot 65 jaar";"Waarde";"2020";"Helmersbuurt";"Amsterdam                               ";"Wijk      ";"WK036320            ";"     7.4";"    20.2"
"18 tot 65 jaar";"Waarde";"2020";"Helmersbuurt Oost";"Amsterdam                               ";"Buurt     ";"BU03632000          ";"     6.7";"    17.8"
"18 tot 65 jaar";"Waarde";"2020";"WG-terrein";"Amsterdam                               ";"Buurt     ";"BU03632001          ";"     8.5";"    23.3"
"18 tot 65 jaar";"Waarde";"2020";"Cremerbuurt Oost";"Amsterdam                               ";"Buurt     ";"BU03632002          ";"     7.2";"    19.8"
"18 tot 65 jaar";"Waarde";"2020";"Overtoomse Sluis";"Amsterdam                               ";"Wijk      ";"WK036321            ";"     7.5";"    20.3"
"18 tot 65 jaar";"Waarde";"2020";"Cremerbuurt West";"Amsterdam                               ";"Buurt     ";"BU03632100          ";"     7.8";"    21.1"
"18 tot 65 jaar";"Waarde";"2020";"Vondelparkbuurt West";"Amsterdam                               ";"Buurt     ";"BU03632101          ";"     6.7";"    18.0"
"18 tot 65 jaar";"Waarde";"2020";"Vondelbuurt";"Amsterdam                               ";"Wijk      ";"WK036322            ";"     7.1";"    19.3"
"18 tot 65 jaar";"Waarde";"2020";"Vondelparkbuurt Oost";"Amsterdam                               ";"Buurt     ";"BU03632200          ";"     6.1";"    17.6"
"18 tot 65 jaar";"Waarde";"2020";"Vondelparkbuurt Midden";"Amsterdam                               ";"Buurt     ";"BU03632201          ";"     8.0";"    21.1"
"18 tot 65 jaar";"Waarde";"2020";"Zuidas";"Amsterdam                               ";"Wijk      ";"WK036323            ";"     8.0";"    19.2"
"18 tot 65 jaar";"Waarde";"2020";"Zuidas Noord";"Amsterdam                               ";"Buurt     ";"BU03632300          ";"     5.4";"    13.0"
"18 tot 65 jaar";"Waarde";"2020";"RAI";"Amsterdam                               ";"Buurt     ";"BU03632301          ";"       .";"       ."
"18 tot 65 jaar";"Waarde";"2020";"VU-kwartier";"Amsterdam                               ";"Buurt     ";"BU03632302          ";"     7.0";"    20.0"
"18 tot 65 jaar";"Waarde";"2020";"Zuidas Zuid";"Amsterdam                               ";"Buurt     ";"BU03632303          ";"     6.5";"    14.5"
"18 tot 65 jaar";"Waarde";"2020";"Vivaldi";"Amsterdam                               ";"Buurt     ";"BU03632304          ";"    12.3";"    31.8"
"18 tot 65 jaar";"Waarde";"2020";"Oude Pijp";"Amsterdam                               ";"Wijk      ";"WK036324            ";"     8.9";"    23.9"
"18 tot 65 jaar";"Waarde";"2020";"Hemonybuurt";"Amsterdam                               ";"Buurt     ";"BU03632400          ";"     7.8";"    21.3"
"18 tot 65 jaar";"Waarde";"2020";"Gerard Doubuurt";"Amsterdam                               ";"Buurt     ";"BU03632401          ";"     9.7";"    25.6"
"18 tot 65 jaar";"Waarde";"2020";"Frans Halsbuurt";"Amsterdam                               ";"Buurt     ";"BU03632402          ";"     8.3";"    22.7"
"18 tot 65 jaar";"Waarde";"2020";"Hercules Seghersbuurt";"Amsterdam                               ";"Buurt     ";"BU03632403          ";"    10.0";"    26.3"
"18 tot 65 jaar";"Waarde";"2020";"Sarphatiparkbuurt";"Amsterdam                               ";"Buurt     ";"BU03632404          ";"     8.9";"    24.1"
"18 tot 65 jaar";"Waarde";"2020";"Nieuwe Pijp";"Amsterdam                               ";"Wijk      ";"WK036325            ";"     9.0";"    23.7"
"18 tot 65 jaar";"Waarde";"2020";"Willibrordusbuurt";"Amsterdam                               ";"Buurt     ";"BU03632500          ";"     9.9";"    25.9"
"18 tot 65 jaar";"Waarde";"2020";"Van der Helstpleinbuurt";"Amsterdam                               ";"Buurt     ";"BU03632501          ";"     8.7";"    22.7"
"18 tot 65 jaar";"Waarde";"2020";"Lizzy Ansinghbuurt";"Amsterdam                               ";"Buurt     ";"BU03632502          ";"     9.7";"    25.2"
"18 tot 65 jaar";"Waarde";"2020";"Cornelis Troostbuurt";"Amsterdam                               ";"Buurt     ";"BU03632503          ";"     8.2";"    22.2"
"18 tot 65 jaar";"Waarde";"2020";"Zuid Pijp";"Amsterdam                               ";"Wijk      ";"WK036326            ";"    11.7";"    31.0"
"18 tot 65 jaar";"Waarde";"2020";"Diamantbuurt";"Amsterdam                               ";"Buurt     ";"BU03632600          ";"    11.8";"    31.5"
"18 tot 65 jaar";"Waarde";"2020";"Burgemeester Tellegenbuurt Oost";"Amsterdam                               ";"Buurt     ";"BU03632601          ";"    11.5";"    30.1"
"18 tot 65 jaar";"Waarde";"2020";"Burgemeester Tellegenbuurt West";"Amsterdam                               ";"Buurt     ";"BU03632602          ";"    11.7";"    31.5"
"18 tot 65 jaar";"Waarde";"2020";"Weesperzijde";"Amsterdam                               ";"Wijk      ";"WK036327            ";"     7.8";"    20.3"
"18 tot 65 jaar";"Waarde";"2020";"Swammerdambuurt";"Amsterdam                               ";"Buurt     ";"BU03632700          ";"     6.9";"    17.7"
"18 tot 65 jaar";"Waarde";"2020";"Weesperzijde Midden/Zuid";"Amsterdam                               ";"Buurt     ";"BU03632701          ";"     7.6";"    19.6"
"18 tot 65 jaar";"Waarde";"2020";"Parooldriehoek";"Amsterdam                               ";"Buurt     ";"BU03632702          ";"    11.4";"    30.7"
"18 tot 65 jaar";"Waarde";"2020";"Oosterparkbuurt";"Amsterdam                               ";"Wijk      ";"WK036328            ";"    10.9";"    27.1"
"18 tot 65 jaar";"Waarde";"2020";"Oosterparkbuurt Noordwest";"Amsterdam                               ";"Buurt     ";"BU03632800          ";"    10.7";"    27.2"
"18 tot 65 jaar";"Waarde";"2020";"Oosterpark";"Amsterdam                               ";"Buurt     ";"BU03632801          ";"    13.1";"    36.1"
"18 tot 65 jaar";"Waarde";"2020";"Oosterparkbuurt Zuidoost";"Amsterdam                               ";"Buurt     ";"BU03632802          ";"     9.7";"    23.8"
"18 tot 65 jaar";"Waarde";"2020";"Oosterparkbuurt Zuidwest";"Amsterdam                               ";"Buurt     ";"BU03632803          ";"    12.5";"    30.4"
"18 tot 65 jaar";"Waarde";"2020";"Dapperbuurt";"Amsterdam                               ";"Wijk      ";"WK036329            ";"    11.3";"    27.7"
"18 tot 65 jaar";"Waarde";"2020";"Dapperbuurt Noord";"Amsterdam                               ";"Buurt     ";"BU03632900          ";"    11.6";"    28.7"
"18 tot 65 jaar";"Waarde";"2020";"Dapperbuurt Zuid";"Amsterdam                               ";"Buurt     ";"BU03632901          ";"    12.1";"    29.4"
"18 tot 65 jaar";"Waarde";"2020";"Oostpoort";"Amsterdam                               ";"Buurt     ";"BU03632902          ";"     8.6";"    21.3"
"18 tot 65 jaar";"Waarde";"2020";"Transvaalbuurt";"Amsterdam                               ";"Wijk      ";"WK036330            ";"    12.0";"    29.0"
"18 tot 65 jaar";"Waarde";"2020";"Transvaalbuurt West";"Amsterdam                               ";"Buurt     ";"BU03633000          ";"    11.8";"    28.9"
"18 tot 65 jaar";"Waarde";"2020";"Transvaalbuurt Oost";"Amsterdam                               ";"Buurt     ";"BU03633001          ";"    12.2";"    29.1"
"18 tot 65 jaar";"Waarde";"2020";"Indische Buurt West";"Amsterdam                               ";"Wijk      ";"WK036331            ";"    12.1";"    29.1"
