"Leeftijd";"Marges";"Perioden";"Wijken en buurten";"Regioaanduiding/Gemeentenaam (naam)";"Regioaanduiding/Soort regio (omschrijving)";"Regioaanduiding/Codering (code)";"Hoog risico op angst of depressie (%)";"Moeite met rondkomen (%)"
"65 jaar of ouder";"Waarde";"2016";"Grachtengordel-West";"Amsterdam                               ";"Wijk      ";"WK036302            ";"     2.8";"     6.7"
"65 jaar of ouder";"Waarde";"2016";"Langestraat e.o.";"Amsterdam                               ";"Buurt     ";"BU03630200          ";"     3.0";"     7.0"
"65 jaar of ouder";"Waarde";"2016";"Leliegracht e.o.";"Amsterdam                               ";"Buurt     ";"BU03630201          ";"     2.4";"     5.5"
"65 jaar of ouder";"Waarde";"2016";"Felix Meritisbuurt";"Amsterdam                               ";"Buurt     ";"BU03630202          ";"     2.8";"     7.1"
"65 jaar of ouder";"Waarde";"2016";"Leidsegracht Noord";"Amsterdam                               ";"Buurt     ";"BU03630203          ";"     2.7";"     7.2"
"65 jaar of ouder";"Waarde";"2016";"Grachtengordel-Zuid";"Amsterdam                               ";"Wijk      ";"WK036303            ";"     2.8";"     6.9"
"65 jaar of ouder";"Waarde";"2016";"Spiegelbuurt";"Amsterdam                               ";"Buurt     ";"BU03630300          ";"     2.3";"     5.2"
"65 jaar of ouder";"Waarde";"2016";"Gouden Bocht";"Amsterdam                               ";"Buurt     ";"BU03630301          ";"     2.2";"     3.4"
"65 jaar of ouder";"Waarde";"2016";"Van Loonbuurt";"Amsterdam                               ";"Buurt     ";"BU03630302          ";"     3.2";"     7.4"
"65 jaar of ouder";"Waarde";"2016";"Amstelveldbuurt";"Amsterdam                               ";"Buurt     ";"BU03630303          ";"     2.7";"     6.8"
"65 jaar of ouder";"Waarde";"2016";"Rembrandtpleinbuurt";"Amsterdam                               ";"Buurt     ";"BU03630304          ";"     3.0";"    12.6"
"65 jaar of ouder";"Waarde";"2016";"Reguliersbuurt";"Amsterdam                               ";"Buurt     ";"BU03630305          ";"     3.1";"    10.1"
"65 jaar of ouder";"Waarde";"2016";"Leidsegracht Zuid";"Amsterdam                               ";"Buurt     ";"BU03630306          ";"     2.8";"     6.4"
"65 jaar of ouder";"Waarde";"2016";"Nieuwmarkt/Lastage";"Amsterdam                               ";"Wijk      ";"WK036304            ";"     6.1";"    19.9"
"65 jaar of ouder";"Waarde";"2016";"Oosterdokseiland";"Amsterdam                               ";"Buurt     ";"BU03630400          ";"     3.9";"    11.3"
"65 jaar of ouder";"Waarde";"2016";"Scheepvaarthuisbuurt";"Amsterdam                               ";"Buurt     ";"BU03630401          ";"     3.1";"    11.0"
"65 jaar of ouder";"Waarde";"2016";"Rapenburg";"Amsterdam                               ";"Buurt     ";"BU03630402          ";"     6.7";"    23.7"
"65 jaar of ouder";"Waarde";"2016";"Lastage";"Amsterdam                               ";"Buurt     ";"BU03630403          ";"     4.8";"    15.7"
"65 jaar of ouder";"Waarde";"2016";"Nieuwmarkt";"Amsterdam                               ";"Buurt     ";"BU03630404          ";"     7.4";"    23.6"
"65 jaar of ouder";"Waarde";"2016";"Uilenburg";"Amsterdam                               ";"Buurt     ";"BU03630405          ";"     7.2";"    20.8"
"65 jaar of ouder";"Waarde";"2016";"Valkenburg";"Amsterdam                               ";"Buurt     ";"BU03630406          ";"     6.2";"    20.9"
"65 jaar of ouder";"Waarde";"2016";"Zuiderkerkbuurt";"Amsterdam                               ";"Buurt     ";"BU03630407          ";"     5.9";"    20.9"
"65 jaar of ouder";"Waarde";"2016";"Waterloopleinbuurt";"Amsterdam                               ";"Buurt     ";"BU03630408          ";"     5.5";"    18.3"
"65 jaar of ouder";"Waarde";"2016";"Haarlemmerbuurt";"Amsterdam                               ";"Wijk      ";"WK036305            ";"     6.1";"    20.5"
"65 jaar of ouder";"Waarde";"2016";"Westerdokseiland";"Amsterdam                               ";"Buurt     ";"BU03630500          ";"     6.6";"    20.2"
"65 jaar of ouder";"Waarde";"2016";"Haarlemmerbuurt Oost";"Amsterdam                               ";"Buurt     ";"BU03630501          ";"     5.9";"    19.7"
"65 jaar of ouder";"Waarde";"2016";"Haarlemmerbuurt West";"Amsterdam                               ";"Buurt     ";"BU03630502          ";"     6.6";"    22.3"
"65 jaar of ouder";"Waarde";"2016";"Westelijke eilanden";"Amsterdam                               ";"Buurt     ";"BU03630503          ";"     5.4";"    18.9"
"65 jaar of ouder";"Waarde";"2016";"Planciusbuurt Noord";"Amsterdam                               ";"Buurt     ";"BU03630505          ";"     6.4";"    23.5"
"65 jaar of ouder";"Waarde";"2016";"Planciusbuurt Zuid";"Amsterdam                               ";"Buurt     ";"BU03630506          ";"     7.3";"    33.1"
"65 jaar of ouder";"Waarde";"2016";"Jordaan";"Amsterdam                               ";"Wijk      ";"WK036306            ";"     6.3";"    21.2"
"65 jaar of ouder";"Waarde";"2016";"Driehoekbuurt";"Amsterdam                               ";"Buurt     ";"BU03630600          ";"     6.0";"    22.0"
"65 jaar of ouder";"Waarde";"2016";"Bloemgrachtbuurt";"Amsterdam                               ";"Buurt     ";"BU03630602          ";"     6.0";"    21.0"
"65 jaar of ouder";"Waarde";"2016";"Marnixbuurt Noord";"Amsterdam                               ";"Buurt     ";"BU03630603          ";"     8.4";"    29.2"
"65 jaar of ouder";"Waarde";"2016";"Zaagpoortbuurt";"Amsterdam                               ";"Buurt     ";"BU03630604          ";"     6.6";"    26.2"
"65 jaar of ouder";"Waarde";"2016";"Marnixbuurt Midden";"Amsterdam                               ";"Buurt     ";"BU03630605          ";"     6.0";"    18.3"
"65 jaar of ouder";"Waarde";"2016";"Elandsgrachtbuurt";"Amsterdam                               ";"Buurt     ";"BU03630606          ";"     6.7";"    21.8"
"65 jaar of ouder";"Waarde";"2016";"Passeerdersgrachtbuurt";"Amsterdam                               ";"Buurt     ";"BU03630607          ";"     4.5";"    13.9"
"65 jaar of ouder";"Waarde";"2016";"Groenmarktkadebuurt";"Amsterdam                               ";"Buurt     ";"BU03630608          ";"     9.6";"    23.8"
"65 jaar of ouder";"Waarde";"2016";"Marnixbuurt Zuid";"Amsterdam                               ";"Buurt     ";"BU03630609          ";"     4.0";"     9.2"
"65 jaar of ouder";"Waarde";"2016";"Anjeliersbuurt Noord";"Amsterdam                               ";"Buurt     ";"BU03630610          ";"     5.7";"    20.1"
"65 jaar of ouder";"Waarde";"2016";"Anjeliersbuurt Zuid";"Amsterdam                               ";"Buurt     ";"BU03630611          ";"     6.8";"    22.5"
"65 jaar of ouder";"Waarde";"2016";"De Weteringschans";"Amsterdam                               ";"Wijk      ";"WK036307            ";"     4.0";"    12.2"
"65 jaar of ouder";"Waarde";"2016";"Leidsebuurt Noordwest";"Amsterdam                               ";"Buurt     ";"BU03630700          ";"     5.5";"    15.3"
"65 jaar of ouder";"Waarde";"2016";"Leidsebuurt Zuidwest";"Amsterdam                               ";"Buurt     ";"BU03630701          ";"     5.4";"    15.7"
"65 jaar of ouder";"Waarde";"2016";"Leidsebuurt Noordoost";"Amsterdam                               ";"Buurt     ";"BU03630702          ";"     4.4";"    14.7"
"65 jaar of ouder";"Waarde";"2016";"Leidsebuurt Zuidoost";"Amsterdam                               ";"Buurt     ";"BU03630703          ";"     5.5";"    15.5"
"65 jaar of ouder";"Waarde";"2016";"Weteringbuurt";"Amsterdam                               ";"Buurt     ";"BU03630704          ";"     4.0";"    12.3"
"65 jaar of ouder";"Waarde";"2016";"Den Texbuurt";"Amsterdam                               ";"Buurt     ";"BU03630705          ";"     4.1";"    12.8"
"65 jaar of ouder";"Waarde";"2016";"Utrechtsebuurt Zuid";"Amsterdam                               ";"Buurt     ";"BU03630706          ";"     4.0";"    12.2"
"65 jaar of ouder";"Waarde";"2016";"Frederikspleinbuurt";"Amsterdam                               ";"Buurt     ";"BU03630707          ";"     3.0";"     8.3"
"65 jaar of ouder";"Waarde";"2016";"Weesperbuurt/Plantage";"Amsterdam                               ";"Wijk      ";"WK036308            ";"     4.8";"    15.1"
"65 jaar of ouder";"Waarde";"2016";"Weesperbuurt";"Amsterdam                               ";"Buurt     ";"BU03630800          ";"     5.7";"    18.5"
"65 jaar of ouder";"Waarde";"2016";"Sarphatistrook";"Amsterdam                               ";"Buurt     ";"BU03630801          ";"     5.5";"    17.5"
"65 jaar of ouder";"Waarde";"2016";"de Plantage";"Amsterdam                               ";"Buurt     ";"BU03630803          ";"     3.1";"     8.9"
"65 jaar of ouder";"Waarde";"2016";"Alexanderplein e.o.";"Amsterdam                               ";"Buurt     ";"BU03630804          ";"     3.6";"    11.7"
"65 jaar of ouder";"Waarde";"2016";"Oostelijke Eilanden/Kadijken";"Amsterdam                               ";"Wijk      ";"WK036309            ";"     7.6";"    25.1"
"65 jaar of ouder";"Waarde";"2016";"Marine-Etablissement";"Amsterdam                               ";"Buurt     ";"BU03630900          ";"       .";"       ."
"65 jaar of ouder";"Waarde";"2016";"Kattenburg";"Amsterdam                               ";"Buurt     ";"BU03630901          ";"     7.9";"    29.1"
"65 jaar of ouder";"Waarde";"2016";"Wittenburg";"Amsterdam                               ";"Buurt     ";"BU03630902          ";"     8.4";"    27.6"
"65 jaar of ouder";"Waarde";"2016";"Oostenburg";"Amsterdam                               ";"Buurt     ";"BU03630903          ";"     9.9";"    30.3"
"65 jaar of ouder";"Waarde";"2016";"Czaar Peterbuurt";"Amsterdam                               ";"Buurt     ";"BU03630904          ";"     9.3";"    32.1"
"65 jaar of ouder";"Waarde";"2016";"Het Funen";"Amsterdam                               ";"Buurt     ";"BU03630905          ";"     8.0";"    24.2"
"65 jaar of ouder";"Waarde";"2016";"Kazernebuurt";"Amsterdam                               ";"Buurt     ";"BU03630907          ";"     6.9";"    22.8"
"65 jaar of ouder";"Waarde";"2016";"Kadijken";"Amsterdam                               ";"Buurt     ";"BU03630908          ";"     5.6";"    17.1"
"65 jaar of ouder";"Waarde";"2016";"Westelijk Havengebied";"Amsterdam                               ";"Wijk      ";"WK036310            ";"     4.5";"    23.3"
"65 jaar of ouder";"Waarde";"2016";"Coenhaven/Mercuriushaven";"Amsterdam                               ";"Buurt     ";"BU03631000          ";"       .";"       ."
"65 jaar of ouder";"Waarde";"2016";"Alfa-driehoek";"Amsterdam                               ";"Buurt     ";"BU03631001          ";"       .";"       ."
"65 jaar of ouder";"Waarde";"2016";"Petroleumhaven";"Amsterdam                               ";"Buurt     ";"BU03631002          ";"       .";"       ."
"65 jaar of ouder";"Waarde";"2016";"Westhaven Noord";"Amsterdam                               ";"Buurt     ";"BU03631003          ";"       .";"       ."
"65 jaar of ouder";"Waarde";"2016";"Vervoerscentrum";"Amsterdam                               ";"Buurt     ";"BU03631004          ";"       .";"       ."
"65 jaar of ouder";"Waarde";"2016";"Amerikahaven";"Amsterdam                               ";"Buurt     ";"BU03631005          ";"       .";"       ."
"65 jaar of ouder";"Waarde";"2016";"Afrikahaven";"Amsterdam                               ";"Buurt     ";"BU03631006          ";"       .";"       ."
"65 jaar of ouder";"Waarde";"2016";"Westhaven Zuid";"Amsterdam                               ";"Buurt     ";"BU03631007          ";"       .";"       ."
"65 jaar of ouder";"Waarde";"2016";"Bedrijventerrein Sloterdijk";"Amsterdam                               ";"Wijk      ";"WK036311            ";"     3.6";"    18.7"
"65 jaar of ouder";"Waarde";"2016";"Sloterdijk II";"Amsterdam                               ";"Buurt     ";"BU03631100          ";"       .";"       ."
"65 jaar of ouder";"Waarde";"2016";"Sloterdijk III Oost";"Amsterdam                               ";"Buurt     ";"BU03631102          ";"       .";"       ."
"65 jaar of ouder";"Waarde";"2016";"Sloterdijk III West";"Amsterdam                               ";"Buurt     ";"BU03631103          ";"       .";"       ."
"65 jaar of ouder";"Waarde";"2016";"De Heining";"Amsterdam                               ";"Buurt     ";"BU03631104          ";"       .";"       ."
"65 jaar of ouder";"Waarde";"2016";"Teleport";"Amsterdam                               ";"Buurt     ";"BU03631105          ";"       .";"       ."
"65 jaar of ouder";"Waarde";"2016";"Bretten Oost";"Amsterdam                               ";"Buurt     ";"BU03631107          ";"       .";"       ."
"65 jaar of ouder";"Waarde";"2016";"Bretten West";"Amsterdam                               ";"Buurt     ";"BU03631109          ";"       .";"       ."
"65 jaar of ouder";"Waarde";"2016";"Houthavens";"Amsterdam                               ";"Wijk      ";"WK036312            ";"     3.1";"     9.4"
"65 jaar of ouder";"Waarde";"2016";"Houthavens West";"Amsterdam                               ";"Buurt     ";"BU03631200          ";"     3.1";"    11.8"
"65 jaar of ouder";"Waarde";"2016";"Houthavens Oost";"Amsterdam                               ";"Buurt     ";"BU03631201          ";"     3.1";"     8.9"
"65 jaar of ouder";"Waarde";"2016";"Spaarndammer- en Zeeheldenbuurt";"Amsterdam                               ";"Wijk      ";"WK036313            ";"    11.3";"    33.9"
"65 jaar of ouder";"Waarde";"2016";"Zeeheldenbuurt";"Amsterdam                               ";"Buurt     ";"BU03631300          ";"     9.2";"    27.8"
"65 jaar of ouder";"Waarde";"2016";"Spaarndammerbuurt Noordoost";"Amsterdam                               ";"Buurt     ";"BU03631301          ";"    11.8";"    36.2"
"65 jaar of ouder";"Waarde";"2016";"Spaarndammerbuurt Zuidoost";"Amsterdam                               ";"Buurt     ";"BU03631302          ";"    10.8";"    34.8"
"65 jaar of ouder";"Waarde";"2016";"Spaarndammerbuurt Zuidwest";"Amsterdam                               ";"Buurt     ";"BU03631303          ";"    10.7";"    33.4"
"65 jaar of ouder";"Waarde";"2016";"Spaarndammerbuurt Midden";"Amsterdam                               ";"Buurt     ";"BU03631304          ";"    13.9";"    37.5"
"65 jaar of ouder";"Waarde";"2016";"Spaarndammerbuurt Noordwest";"Amsterdam                               ";"Buurt     ";"BU03631305          ";"    12.5";"    35.3"
"65 jaar of ouder";"Waarde";"2016";"Westergasfabriek";"Amsterdam                               ";"Buurt     ";"BU03631306          ";"       .";"       ."
"65 jaar of ouder";"Waarde";"2016";"Overbraker Binnenpolder";"Amsterdam                               ";"Buurt     ";"BU03631307          ";"       .";"       ."
"65 jaar of ouder";"Waarde";"2016";"Staatsliedenbuurt";"Amsterdam                               ";"Wijk      ";"WK036314            ";"    10.2";"    31.6"
"65 jaar of ouder";"Waarde";"2016";"De Wittenbuurt Noord";"Amsterdam                               ";"Buurt     ";"BU03631400          ";"     9.3";"    28.2"
"65 jaar of ouder";"Waarde";"2016";"De Wittenbuurt Zuid";"Amsterdam                               ";"Buurt     ";"BU03631401          ";"     8.4";"    27.7"
"65 jaar of ouder";"Waarde";"2016";"Staatsliedenbuurt Noordoost";"Amsterdam                               ";"Buurt     ";"BU03631402          ";"    11.9";"    34.7"
"65 jaar of ouder";"Waarde";"2016";"Fannius Scholtenbuurt";"Amsterdam                               ";"Buurt     ";"BU03631403          ";"    11.1";"    33.9"
"65 jaar of ouder";"Waarde";"2016";"Westerstaatsman";"Amsterdam                               ";"Buurt     ";"BU03631404          ";"    10.9";"    35.8"
"65 jaar of ouder";"Waarde";"2016";"Buyskade e.o.";"Amsterdam                               ";"Buurt     ";"BU03631405          ";"     8.7";"    28.5"
"65 jaar of ouder";"Waarde";"2016";"Centrale Markt";"Amsterdam                               ";"Wijk      ";"WK036315            ";"     9.4";"    31.5"
"65 jaar of ouder";"Waarde";"2016";"Ecowijk";"Amsterdam                               ";"Buurt     ";"BU03631500          ";"     9.4";"    28.8"
"65 jaar of ouder";"Waarde";"2016";"Markthallen";"Amsterdam                               ";"Buurt     ";"BU03631501          ";"       .";"       ."
"65 jaar of ouder";"Waarde";"2016";"Bedrijvencentrum Westerkwartier";"Amsterdam                               ";"Buurt     ";"BU03631502          ";"       .";"       ."
"65 jaar of ouder";"Waarde";"2016";"Marcanti";"Amsterdam                               ";"Buurt     ";"BU03631503          ";"     9.8";"    34.2"
"65 jaar of ouder";"Waarde";"2016";"Frederik Hendrikbuurt";"Amsterdam                               ";"Wijk      ";"WK036316            ";"     8.3";"    26.7"
"65 jaar of ouder";"Waarde";"2016";"Frederik Hendrikbuurt Noord";"Amsterdam                               ";"Buurt     ";"BU03631600          ";"     8.4";"    28.5"
"65 jaar of ouder";"Waarde";"2016";"Frederik Hendrikbuurt Zuidoost";"Amsterdam                               ";"Buurt     ";"BU03631601          ";"     9.1";"    27.6"
"65 jaar of ouder";"Waarde";"2016";"Frederik Hendrikbuurt Zuidwest";"Amsterdam                               ";"Buurt     ";"BU03631602          ";"     7.3";"    21.6"
"65 jaar of ouder";"Waarde";"2016";"Da Costabuurt";"Amsterdam                               ";"Wijk      ";"WK036317            ";"     7.3";"    22.5"
"65 jaar of ouder";"Waarde";"2016";"Da Costabuurt Noord";"Amsterdam                               ";"Buurt     ";"BU03631700          ";"     7.3";"    22.5"
"65 jaar of ouder";"Waarde";"2016";"Kinkerbuurt";"Amsterdam                               ";"Wijk      ";"WK036318            ";"     9.2";"    30.1"
"65 jaar of ouder";"Waarde";"2016";"Bellamybuurt Noord";"Amsterdam                               ";"Buurt     ";"BU03631800          ";"     9.0";"    28.5"
"65 jaar of ouder";"Waarde";"2016";"Bellamybuurt Zuid";"Amsterdam                               ";"Buurt     ";"BU03631801          ";"     9.4";"    31.6"
"65 jaar of ouder";"Waarde";"2016";"Van Lennepbuurt";"Amsterdam                               ";"Wijk      ";"WK036319            ";"    10.6";"    32.3"
"65 jaar of ouder";"Waarde";"2016";"Da Costabuurt Zuid";"Amsterdam                               ";"Buurt     ";"BU03631900          ";"     7.5";"    24.3"
"65 jaar of ouder";"Waarde";"2016";"Borgerbuurt";"Amsterdam                               ";"Buurt     ";"BU03631901          ";"    11.6";"    33.6"
"65 jaar of ouder";"Waarde";"2016";"Lootsbuurt";"Amsterdam                               ";"Buurt     ";"BU03631902          ";"    10.2";"    35.9"
"65 jaar of ouder";"Waarde";"2016";"Helmersbuurt";"Amsterdam                               ";"Wijk      ";"WK036320            ";"     5.7";"    18.3"
"65 jaar of ouder";"Waarde";"2016";"Helmersbuurt Oost";"Amsterdam                               ";"Buurt     ";"BU03632000          ";"     4.4";"    14.1"
"65 jaar of ouder";"Waarde";"2016";"WG-terrein";"Amsterdam                               ";"Buurt     ";"BU03632001          ";"     6.1";"    19.3"
"65 jaar of ouder";"Waarde";"2016";"Cremerbuurt Oost";"Amsterdam                               ";"Buurt     ";"BU03632002          ";"     6.7";"    22.5"
"65 jaar of ouder";"Waarde";"2016";"Overtoomse Sluis";"Amsterdam                               ";"Wijk      ";"WK036321            ";"     6.7";"    23.4"
"65 jaar of ouder";"Waarde";"2016";"Cremerbuurt West";"Amsterdam                               ";"Buurt     ";"BU03632100          ";"     7.5";"    26.8"
"65 jaar of ouder";"Waarde";"2016";"Vondelparkbuurt West";"Amsterdam                               ";"Buurt     ";"BU03632101          ";"     5.5";"    17.8"
"65 jaar of ouder";"Waarde";"2016";"Vondelbuurt";"Amsterdam                               ";"Wijk      ";"WK036322            ";"     3.5";"     9.8"
"65 jaar of ouder";"Waarde";"2016";"Vondelparkbuurt Oost";"Amsterdam                               ";"Buurt     ";"BU03632200          ";"     1.9";"     4.0"
"65 jaar of ouder";"Waarde";"2016";"Vondelparkbuurt Midden";"Amsterdam                               ";"Buurt     ";"BU03632201          ";"     5.1";"    15.2"
"65 jaar of ouder";"Waarde";"2016";"Zuidas";"Amsterdam                               ";"Wijk      ";"WK036323            ";"     2.6";"     5.7"
"65 jaar of ouder";"Waarde";"2016";"Zuidas Noord";"Amsterdam                               ";"Buurt     ";"BU03632300          ";"       .";"       ."
"65 jaar of ouder";"Waarde";"2016";"RAI";"Amsterdam                               ";"Buurt     ";"BU03632301          ";"       .";"       ."
"65 jaar of ouder";"Waarde";"2016";"VU-kwartier";"Amsterdam                               ";"Buurt     ";"BU03632302          ";"       .";"       ."
"65 jaar of ouder";"Waarde";"2016";"Zuidas Zuid";"Amsterdam                               ";"Buurt     ";"BU03632303          ";"     2.5";"     5.4"
"65 jaar of ouder";"Waarde";"2016";"Vivaldi";"Amsterdam                               ";"Buurt     ";"BU03632304          ";"       .";"       ."
"65 jaar of ouder";"Waarde";"2016";"Oude Pijp";"Amsterdam                               ";"Wijk      ";"WK036324            ";"     7.1";"    24.0"
"65 jaar of ouder";"Waarde";"2016";"Hemonybuurt";"Amsterdam                               ";"Buurt     ";"BU03632400          ";"     5.5";"    17.8"
"65 jaar of ouder";"Waarde";"2016";"Gerard Doubuurt";"Amsterdam                               ";"Buurt     ";"BU03632401          ";"     8.4";"    28.5"
"65 jaar of ouder";"Waarde";"2016";"Frans Halsbuurt";"Amsterdam                               ";"Buurt     ";"BU03632402          ";"     5.8";"    19.4"
"65 jaar of ouder";"Waarde";"2016";"Hercules Seghersbuurt";"Amsterdam                               ";"Buurt     ";"BU03632403          ";"     8.4";"    29.3"
"65 jaar of ouder";"Waarde";"2016";"Sarphatiparkbuurt";"Amsterdam                               ";"Buurt     ";"BU03632404          ";"     7.3";"    24.6"
"65 jaar of ouder";"Waarde";"2016";"Nieuwe Pijp";"Amsterdam                               ";"Wijk      ";"WK036325            ";"     9.6";"    28.5"
"65 jaar of ouder";"Waarde";"2016";"Willibrordusbuurt";"Amsterdam                               ";"Buurt     ";"BU03632500          ";"    10.2";"    28.3"
"65 jaar of ouder";"Waarde";"2016";"Van der Helstpleinbuurt";"Amsterdam                               ";"Buurt     ";"BU03632501          ";"     8.1";"    25.5"
"65 jaar of ouder";"Waarde";"2016";"Lizzy Ansinghbuurt";"Amsterdam                               ";"Buurt     ";"BU03632502          ";"     9.7";"    30.5"
"65 jaar of ouder";"Waarde";"2016";"Cornelis Troostbuurt";"Amsterdam                               ";"Buurt     ";"BU03632503          ";"    10.1";"    29.9"
"65 jaar of ouder";"Waarde";"2016";"Zuid Pijp";"Amsterdam                               ";"Wijk      ";"WK036326            ";"    11.9";"    35.0"
"65 jaar of ouder";"Waarde";"2016";"Diamantbuurt";"Amsterdam                               ";"Buurt     ";"BU03632600          ";"    11.0";"    34.4"
"65 jaar of ouder";"Waarde";"2016";"Burgemeester Tellegenbuurt Oost";"Amsterdam                               ";"Buurt     ";"BU03632601          ";"    12.1";"    34.3"
"65 jaar of ouder";"Waarde";"2016";"Burgemeester Tellegenbuurt West";"Amsterdam                               ";"Buurt     ";"BU03632602          ";"    12.9";"    36.4"
"65 jaar of ouder";"Waarde";"2016";"Weesperzijde";"Amsterdam                               ";"Wijk      ";"WK036327            ";"     6.6";"    22.3"
"65 jaar of ouder";"Waarde";"2016";"Swammerdambuurt";"Amsterdam                               ";"Buurt     ";"BU03632700          ";"     5.6";"    18.7"
"65 jaar of ouder";"Waarde";"2016";"Weesperzijde Midden/Zuid";"Amsterdam                               ";"Buurt     ";"BU03632701          ";"     6.9";"    23.8"
"65 jaar of ouder";"Waarde";"2016";"Parooldriehoek";"Amsterdam                               ";"Buurt     ";"BU03632702          ";"       .";"       ."
"65 jaar of ouder";"Waarde";"2016";"Oosterparkbuurt";"Amsterdam                               ";"Wijk      ";"WK036328            ";"    10.4";"    33.5"
"65 jaar of ouder";"Waarde";"2016";"Oosterparkbuurt Noordwest";"Amsterdam                               ";"Buurt     ";"BU03632800          ";"    10.0";"    34.1"
"65 jaar of ouder";"Waarde";"2016";"Oosterpark";"Amsterdam                               ";"Buurt     ";"BU03632801          ";"       .";"       ."
"65 jaar of ouder";"Waarde";"2016";"Oosterparkbuurt Zuidoost";"Amsterdam                               ";"Buurt     ";"BU03632802          ";"     9.9";"    30.6"
"65 jaar of ouder";"Waarde";"2016";"Oosterparkbuurt Zuidwest";"Amsterdam                               ";"Buurt     ";"BU03632803          ";"    11.8";"    36.4"
"65 jaar of ouder";"Waarde";"2016";"Dapperbuurt";"Amsterdam                               ";"Wijk      ";"WK036329            ";"    11.7";"    34.3"
"65 jaar of ouder";"Waarde";"2016";"Dapperbuurt Noord";"Amsterdam                               ";"Buurt     ";"BU03632900          ";"    12.5";"    37.6"
"65 jaar of ouder";"Waarde";"2016";"Dapperbuurt Zuid";"Amsterdam                               ";"Buurt     ";"BU03632901          ";"    12.5";"    35.7"
"65 jaar of ouder";"Waarde";"2016";"Oostpoort";"Amsterdam                               ";"Buurt     ";"BU03632902          ";"     7.7";"    22.9"
"65 jaar of ouder";"Waarde";"2016";"Transvaalbuurt";"Amsterdam                               ";"Wijk      ";"WK036330            ";"    13.2";"    38.5"
"65 jaar of ouder";"Waarde";"2016";"Transvaalbuurt West";"Amsterdam                               ";"Buurt     ";"BU03633000          ";"    14.6";"    39.7"
"65 jaar of ouder";"Waarde";"2016";"Transvaalbuurt Oost";"Amsterdam                               ";"Buurt     ";"BU03633001          ";"    12.0";"    37.4"
"65 jaar of ouder";"Waarde";"2016";"Indische Buurt West";"Amsterdam                               ";"Wijk      ";"WK036331            ";"    14.4";"    43.2"
"65 jaar of ouder";"Waarde";"2016";"Noordwestkwadrant Indische buurt Noord";"Amsterdam                               ";"Buurt     ";"BU03633100          ";"    12.6";"    37.5"
"65 jaar of ouder";"Waarde";"2016";"Noordwestkwadrant Indische buurt Zuid";"Amsterdam                               ";"Buurt     ";"BU03633101          ";"    15.1";"    45.9"
"65 jaar of ouder";"Waarde";"2016";"Zuidwestkwadrant Indische buurt";"Amsterdam                               ";"Buurt     ";"BU03633102          ";"    14.8";"    43.9"
